index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
1|batter:count_type[542364:other],0.153,0.48,-0.77,1.042,0.007,0.014,4489.0,1446.0,1.0
1|batter:count_type[542364:two_strikes],-0.084,0.494,-1.007,0.873,0.008,0.014,3381.0,1294.0,1.0
1|batter:count_type[542932:batter_ahead],-0.111,0.472,-1.036,0.727,0.007,0.012,3954.0,1541.0,1.0
1|batter:count_type[542932:full],-0.022,0.477,-0.929,0.882,0.007,0.013,4127.0,1480.0,1.0
1|batter:count_type[542932:other],-0.135,0.453,-0.944,0.739,0.007,0.012,4335.0,1461.0,1.0
1|batter:count_type[542932:two_strikes],0.265,0.453,-0.65,1.057,0.007,0.012,4169.0,1230.0,1.0
1|batter:count_type[542963:batter_ahead],0.024,0.49,-0.8,0.987,0.009,0.011,2805.0,1381.0,1.0
1|batter:count_type[542963:full],0.008,0.487,-0.803,1.089,0.008,0.014,4179.0,1269.0,1.0
1|batter:count_type[542963:other],-0.091,0.52,-1.028,0.933,0.008,0.015,4093.0,1253.0,1.01
1|batter:count_type[542963:two_strikes],0.015,0.473,-0.95,0.836,0.007,0.013,4265.0,1319.0,1.01
1|batter:count_type[543063:batter_ahead],-0.022,0.456,-0.795,0.891,0.007,0.012,4502.0,1424.0,1.0
1|batter:count_type[543063:full],0.091,0.466,-0.729,0.946,0.007,0.012,4443.0,1257.0,1.0
1|batter:count_type[543063:other],0.009,0.455,-0.906,0.823,0.007,0.011,4551.0,1322.0,1.0
1|batter:count_type[543063:two_strikes],0.035,0.483,-0.865,0.949,0.008,0.013,4083.0,1366.0,1.0
1|batter:count_type[543228:batter_ahead],-0.2,0.46,-1.148,0.56,0.007,0.01,4535.0,1799.0,1.0
1|batter:count_type[543228:full],-0.071,0.488,-1.018,0.806,0.007,0.014,4270.0,1446.0,1.0
1|batter:count_type[543228:other],0.804,0.47,-0.016,1.743,0.009,0.011,2876.0,1511.0,1.0
1|batter:count_type[543228:two_strikes],-0.55,0.447,-1.427,0.262,0.008,0.01,3523.0,1671.0,1.0
1|batter:count_type[543257:batter_ahead],-0.09,0.462,-0.951,0.752,0.008,0.012,3745.0,1375.0,1.01
1|batter:count_type[543257:full],0.222,0.471,-0.727,1.034,0.008,0.01,3798.0,1584.0,1.0
1|batter:count_type[543257:other],-0.185,0.444,-1.109,0.583,0.007,0.011,3860.0,1338.0,1.0
1|batter:count_type[543257:two_strikes],0.142,0.45,-0.663,1.015,0.007,0.012,3716.0,1067.0,1.0
1|batter:count_type[543305:batter_ahead],0.148,0.481,-0.725,1.064,0.007,0.013,4262.0,1327.0,1.01
1|batter:count_type[543305:full],0.01,0.484,-0.916,0.892,0.008,0.011,3988.0,1621.0,1.0
1|batter:count_type[543305:other],-0.194,0.483,-1.042,0.721,0.008,0.013,3820.0,1129.0,1.01
1|batter:count_type[543305:two_strikes],0.022,0.472,-0.911,0.833,0.007,0.014,4470.0,1016.0,1.0
1|batter:count_type[543309:batter_ahead],-0.131,0.441,-0.952,0.713,0.007,0.01,4016.0,1442.0,1.0
1|batter:count_type[543309:full],-0.14,0.464,-1.0,0.74,0.007,0.012,3997.0,1283.0,1.0
1|batter:count_type[543309:other],-0.052,0.445,-0.88,0.784,0.006,0.011,4671.0,1104.0,1.0
1|batter:count_type[543309:two_strikes],0.28,0.42,-0.5,1.038,0.007,0.009,3623.0,1763.0,1.0
1|batter:count_type[543510:batter_ahead],-0.095,0.442,-0.933,0.745,0.007,0.011,3604.0,1623.0,1.0
1|batter:count_type[543510:full],0.049,0.454,-0.791,0.853,0.008,0.012,3325.0,1403.0,1.0
1|batter:count_type[543510:other],-0.054,0.45,-0.858,0.85,0.007,0.011,4202.0,1462.0,1.0
1|batter:count_type[543510:two_strikes],0.122,0.435,-0.673,0.977,0.007,0.01,3799.0,1473.0,1.0
1|batter:count_type[543685:batter_ahead],0.067,0.442,-0.655,0.975,0.007,0.01,3874.0,1663.0,1.0
1|batter:count_type[543685:full],-0.111,0.474,-0.981,0.788,0.008,0.014,3949.0,1245.0,1.0
1|batter:count_type[543685:other],0.074,0.428,-0.691,0.922,0.007,0.011,3737.0,1403.0,1.01
1|batter:count_type[543685:two_strikes],-0.057,0.463,-0.889,0.85,0.007,0.011,3997.0,1397.0,1.0
1|batter:count_type[543760:batter_ahead],-0.088,0.41,-0.843,0.684,0.007,0.009,3272.0,1593.0,1.0
1|batter:count_type[543760:full],-0.16,0.436,-0.992,0.625,0.008,0.01,3075.0,1415.0,1.0
1|batter:count_type[543760:other],0.045,0.403,-0.729,0.776,0.008,0.01,2663.0,1362.0,1.0
1|batter:count_type[543760:two_strikes],0.16,0.408,-0.584,0.907,0.006,0.011,3954.0,1554.0,1.01
1|batter:count_type[543807:batter_ahead],0.361,0.392,-0.454,1.04,0.007,0.009,3519.0,1491.0,1.0
1|batter:count_type[543807:full],-0.094,0.428,-0.886,0.697,0.007,0.011,3834.0,1501.0,1.0
1|batter:count_type[543807:other],-0.158,0.373,-0.862,0.508,0.007,0.008,3084.0,1708.0,1.0
1|batter:count_type[543807:two_strikes],-0.188,0.384,-0.914,0.514,0.007,0.008,2779.0,1709.0,1.0
1|batter:count_type[543877:batter_ahead],0.039,0.443,-0.802,0.872,0.006,0.01,4977.0,1593.0,1.0
1|batter:count_type[543877:full],0.24,0.468,-0.58,1.159,0.007,0.012,4231.0,1547.0,1.0
1|batter:count_type[543877:other],0.308,0.418,-0.434,1.113,0.008,0.01,3061.0,1536.0,1.0
1|batter:count_type[543877:two_strikes],-0.505,0.439,-1.311,0.363,0.008,0.01,2912.0,1277.0,1.0
1|batter:count_type[545121:batter_ahead],-0.096,0.433,-0.855,0.801,0.006,0.009,4519.0,1586.0,1.0
1|batter:count_type[545121:full],0.178,0.477,-0.702,1.084,0.007,0.014,4104.0,1125.0,1.01
1|batter:count_type[545121:other],0.214,0.403,-0.583,0.946,0.007,0.009,3094.0,1630.0,1.01
1|batter:count_type[545121:two_strikes],-0.391,0.418,-1.136,0.44,0.007,0.01,3855.0,1709.0,1.0
1|batter:count_type[545341:batter_ahead],-0.443,0.45,-1.233,0.44,0.008,0.012,3479.0,1523.0,1.0
1|batter:count_type[545341:full],0.123,0.473,-0.816,0.977,0.008,0.014,3683.0,1319.0,1.0
1|batter:count_type[545341:other],-0.144,0.412,-1.001,0.552,0.007,0.01,3685.0,1437.0,1.0
1|batter:count_type[545341:two_strikes],0.503,0.438,-0.342,1.294,0.008,0.009,2898.0,1518.0,1.0
1|batter:count_type[545361:batter_ahead],0.257,0.449,-0.622,1.058,0.007,0.01,4606.0,1411.0,1.0
1|batter:count_type[545361:full],0.015,0.447,-0.782,0.882,0.007,0.012,4021.0,1277.0,1.0
1|batter:count_type[545361:other],-0.33,0.453,-1.206,0.493,0.007,0.011,3690.0,1410.0,1.0
1|batter:count_type[545361:two_strikes],-0.01,0.452,-0.902,0.742,0.008,0.013,3598.0,1379.0,1.0
1|batter:count_type[547180:batter_ahead],0.438,0.403,-0.326,1.151,0.007,0.009,3324.0,1229.0,1.0
1|batter:count_type[547180:full],-0.029,0.429,-0.847,0.756,0.007,0.009,3930.0,1802.0,1.0
1|batter:count_type[547180:other],-0.109,0.402,-0.845,0.663,0.008,0.009,2842.0,1497.0,1.0
1|batter:count_type[547180:two_strikes],-0.318,0.393,-1.041,0.412,0.007,0.008,2973.0,1452.0,1.0
1|batter:count_type[547989:batter_ahead],0.071,0.44,-0.721,0.905,0.007,0.012,3435.0,1373.0,1.0
1|batter:count_type[547989:full],-0.046,0.502,-1.009,0.953,0.008,0.015,3795.0,1119.0,1.01
1|batter:count_type[547989:other],-0.001,0.453,-0.91,0.809,0.007,0.011,4369.0,1478.0,1.01
1|batter:count_type[547989:two_strikes],-0.017,0.443,-0.876,0.78,0.007,0.01,4039.0,1629.0,1.01
1|batter:count_type[553869:batter_ahead],-0.213,0.444,-1.023,0.643,0.007,0.01,3644.0,1472.0,1.0
1|batter:count_type[553869:full],0.326,0.457,-0.516,1.2,0.008,0.01,3591.0,1612.0,1.0
1|batter:count_type[553869:other],-0.492,0.428,-1.235,0.373,0.008,0.011,2678.0,1459.0,1.0
1|batter:count_type[553869:two_strikes],0.476,0.422,-0.327,1.256,0.006,0.009,4425.0,1503.0,1.0
1|batter:count_type[553882:batter_ahead],-0.021,0.464,-0.842,0.876,0.007,0.01,4563.0,1535.0,1.0
1|batter:count_type[553882:full],-0.09,0.5,-0.992,0.848,0.007,0.014,4624.0,1283.0,1.0
1|batter:count_type[553882:other],0.058,0.471,-0.756,1.013,0.007,0.012,4007.0,1353.0,1.01
1|batter:count_type[553882:two_strikes],0.06,0.468,-0.8,0.935,0.008,0.012,3112.0,1365.0,1.0
1|batter:count_type[553993:batter_ahead],0.001,0.408,-0.735,0.758,0.007,0.01,3686.0,1500.0,1.0
1|batter:count_type[553993:full],-0.098,0.44,-0.869,0.758,0.007,0.01,3609.0,1471.0,1.0
1|batter:count_type[553993:other],-0.14,0.414,-0.901,0.646,0.007,0.01,3047.0,1182.0,1.0
1|batter:count_type[553993:two_strikes],0.241,0.429,-0.575,1.063,0.007,0.013,3576.0,1188.0,1.0
1|batter:count_type[570482:batter_ahead],0.251,0.425,-0.491,1.1,0.007,0.01,4148.0,1575.0,1.0
1|batter:count_type[570482:full],-0.204,0.441,-1.079,0.57,0.007,0.011,4550.0,1564.0,1.0
1|batter:count_type[570482:other],0.117,0.401,-0.644,0.841,0.007,0.008,3113.0,1640.0,1.0
1|batter:count_type[570482:two_strikes],-0.136,0.412,-0.863,0.688,0.007,0.011,3578.0,1374.0,1.0
1|batter:count_type[571448:batter_ahead],0.291,0.429,-0.447,1.142,0.007,0.01,4303.0,1609.0,1.0
1|batter:count_type[571448:full],-0.186,0.438,-0.982,0.631,0.008,0.011,3424.0,1456.0,1.0
1|batter:count_type[571448:other],0.111,0.407,-0.677,0.858,0.007,0.01,3394.0,1545.0,1.0
1|batter:count_type[571448:two_strikes],-0.237,0.411,-1.02,0.515,0.007,0.01,3137.0,1740.0,1.0
1|batter:count_type[571466:batter_ahead],-0.044,0.457,-0.913,0.748,0.008,0.013,2996.0,1031.0,1.0
1|batter:count_type[571466:full],0.019,0.501,-0.884,0.943,0.008,0.013,4115.0,1428.0,1.0
1|batter:count_type[571466:other],-0.023,0.473,-0.937,0.805,0.007,0.012,4394.0,1378.0,1.0
1|batter:count_type[571466:two_strikes],0.043,0.45,-0.775,0.914,0.008,0.014,3350.0,1342.0,1.0
1|batter:count_type[571657:batter_ahead],-0.169,0.47,-1.058,0.677,0.009,0.011,2941.0,1417.0,1.0
1|batter:count_type[571657:full],-0.113,0.485,-1.039,0.783,0.007,0.013,4277.0,1462.0,1.0
1|batter:count_type[571657:other],-0.017,0.463,-0.853,0.869,0.007,0.011,4406.0,1544.0,1.0
1|batter:count_type[571657:two_strikes],0.314,0.437,-0.476,1.184,0.008,0.013,3170.0,1334.0,1.01
1|batter:count_type[571745:batter_ahead],-0.397,0.43,-1.175,0.412,0.007,0.01,3481.0,1309.0,1.0
1|batter:count_type[571745:full],0.219,0.454,-0.615,1.082,0.008,0.011,3406.0,1612.0,1.01
1|batter:count_type[571745:other],-0.184,0.424,-0.963,0.619,0.007,0.011,3599.0,1412.0,1.0
1|batter:count_type[571745:two_strikes],0.44,0.412,-0.311,1.202,0.009,0.009,2335.0,1376.0,1.0
1|batter:count_type[571771:batter_ahead],-0.129,0.414,-0.885,0.665,0.007,0.01,3453.0,1678.0,1.0
1|batter:count_type[571771:full],-0.052,0.45,-0.916,0.771,0.008,0.012,3411.0,1558.0,1.0
1|batter:count_type[571771:other],-0.149,0.42,-0.902,0.661,0.008,0.01,2957.0,1523.0,1.0
1|batter:count_type[571771:two_strikes],0.339,0.423,-0.423,1.127,0.007,0.01,3479.0,1714.0,1.0
1|batter:count_type[571912:batter_ahead],-0.112,0.457,-0.953,0.781,0.007,0.014,4800.0,1211.0,1.01
1|batter:count_type[571912:full],-0.157,0.485,-1.111,0.721,0.007,0.013,4429.0,1452.0,1.0
1|batter:count_type[571912:other],0.138,0.431,-0.675,0.883,0.007,0.01,3921.0,1649.0,1.0
1|batter:count_type[571912:two_strikes],0.145,0.452,-0.721,0.972,0.008,0.011,3348.0,1425.0,1.0
1|batter:count_type[571970:batter_ahead],0.025,0.433,-0.819,0.788,0.007,0.011,3454.0,1222.0,1.0
1|batter:count_type[571970:full],-0.059,0.474,-0.967,0.81,0.008,0.011,3732.0,1609.0,1.0
1|batter:count_type[571970:other],0.033,0.432,-0.796,0.821,0.007,0.01,3951.0,1732.0,1.0
1|batter:count_type[571970:two_strikes],0.042,0.429,-0.761,0.857,0.008,0.009,3112.0,1320.0,1.0
1|batter:count_type[572138:batter_ahead],0.005,0.439,-0.87,0.791,0.008,0.012,3095.0,1167.0,1.0
1|batter:count_type[572138:full],-0.126,0.446,-0.956,0.7,0.008,0.009,3438.0,1527.0,1.0
1|batter:count_type[572138:other],-0.097,0.425,-0.867,0.701,0.007,0.009,3718.0,1584.0,1.0
1|batter:count_type[572138:two_strikes],0.195,0.423,-0.559,1.043,0.007,0.01,3658.0,1569.0,1.0
1|batter:count_type[572191:batter_ahead],-0.096,0.448,-0.914,0.753,0.007,0.01,3854.0,1461.0,1.01
1|batter:count_type[572191:full],-0.042,0.466,-0.896,0.814,0.006,0.012,6130.0,1633.0,1.0
1|batter:count_type[572191:other],0.263,0.426,-0.543,1.014,0.007,0.01,3537.0,1444.0,1.0
1|batter:count_type[572191:two_strikes],-0.087,0.423,-0.915,0.695,0.007,0.009,3872.0,1656.0,1.0
1|batter:count_type[572233:batter_ahead],0.125,0.419,-0.702,0.847,0.007,0.011,3333.0,1561.0,1.0
1|batter:count_type[572233:full],0.268,0.436,-0.52,1.097,0.008,0.009,2930.0,1277.0,1.0
1|batter:count_type[572233:other],-0.407,0.41,-1.162,0.373,0.007,0.009,3112.0,1290.0,1.01
1|batter:count_type[572233:two_strikes],0.031,0.408,-0.742,0.807,0.008,0.008,2856.0,1684.0,1.0
1|batter:count_type[572761:batter_ahead],-0.005,0.437,-0.782,0.816,0.007,0.01,4019.0,1673.0,1.0
1|batter:count_type[572761:full],0.065,0.456,-0.8,0.872,0.007,0.012,4092.0,1415.0,1.0
1|batter:count_type[572761:other],-0.199,0.45,-1.07,0.594,0.007,0.01,4279.0,1520.0,1.0
1|batter:count_type[572761:two_strikes],0.094,0.449,-0.752,0.912,0.007,0.011,4626.0,1326.0,1.0
1|batter:count_type[573262:batter_ahead],-0.15,0.42,-0.958,0.609,0.007,0.009,3791.0,1443.0,1.0
1|batter:count_type[573262:full],0.062,0.436,-0.824,0.805,0.007,0.009,3973.0,1667.0,1.0
1|batter:count_type[573262:other],0.203,0.419,-0.618,0.94,0.007,0.013,3558.0,1197.0,1.0
1|batter:count_type[573262:two_strikes],-0.111,0.421,-0.868,0.698,0.007,0.01,3957.0,1337.0,1.0
1|batter:count_type[575929:batter_ahead],-0.159,0.415,-0.933,0.587,0.007,0.009,3104.0,1632.0,1.0
1|batter:count_type[575929:full],-0.222,0.449,-1.061,0.586,0.008,0.01,3367.0,1688.0,1.0
1|batter:count_type[575929:other],-0.352,0.42,-1.131,0.466,0.008,0.009,2950.0,1647.0,1.0
1|batter:count_type[575929:two_strikes],0.701,0.418,-0.069,1.472,0.007,0.009,3301.0,1491.0,1.0
1|batter:count_type[578428:batter_ahead],-0.316,0.428,-1.145,0.459,0.007,0.01,3491.0,1447.0,1.0
1|batter:count_type[578428:full],-0.082,0.485,-0.97,0.893,0.008,0.014,3378.0,1243.0,1.0
1|batter:count_type[578428:other],0.397,0.418,-0.392,1.134,0.007,0.009,3779.0,1679.0,1.0
1|batter:count_type[578428:two_strikes],0.004,0.403,-0.757,0.733,0.007,0.008,3114.0,1586.0,1.0
1|batter:count_type[592178:batter_ahead],-0.169,0.454,-1.042,0.656,0.007,0.011,4014.0,1674.0,1.0
1|batter:count_type[592178:full],0.075,0.506,-0.841,1.044,0.008,0.015,3708.0,1137.0,1.0
1|batter:count_type[592178:other],-0.094,0.442,-0.954,0.703,0.007,0.012,3702.0,1859.0,1.01
1|batter:count_type[592178:two_strikes],0.157,0.481,-0.724,1.062,0.007,0.012,4650.0,1487.0,1.0
1|batter:count_type[592192:batter_ahead],-0.199,0.41,-0.95,0.562,0.007,0.009,3270.0,1641.0,1.01
1|batter:count_type[592192:full],-0.079,0.451,-0.895,0.796,0.008,0.012,3522.0,1244.0,1.0
1|batter:count_type[592192:other],0.22,0.412,-0.592,0.964,0.007,0.009,3116.0,1667.0,1.0
1|batter:count_type[592192:two_strikes],0.102,0.419,-0.682,0.901,0.007,0.01,3606.0,1368.0,1.0
1|batter:count_type[592200:batter_ahead],0.298,0.457,-0.562,1.144,0.008,0.011,3469.0,1474.0,1.0
1|batter:count_type[592200:full],0.072,0.473,-0.897,0.911,0.009,0.012,2933.0,1242.0,1.0
1|batter:count_type[592200:other],-0.199,0.456,-1.056,0.637,0.007,0.01,4221.0,1670.0,1.0
1|batter:count_type[592200:two_strikes],-0.182,0.47,-0.963,0.773,0.007,0.013,4581.0,1522.0,1.0
1|batter:count_type[592206:batter_ahead],0.168,0.411,-0.596,0.951,0.007,0.01,3572.0,1599.0,1.0
1|batter:count_type[592206:full],-0.318,0.446,-1.164,0.515,0.008,0.012,2978.0,1348.0,1.0
1|batter:count_type[592206:other],0.644,0.392,-0.077,1.356,0.008,0.009,2386.0,1652.0,1.0
1|batter:count_type[592206:two_strikes],-0.524,0.409,-1.294,0.236,0.008,0.009,2883.0,1647.0,1.0
1|batter:count_type[592273:batter_ahead],-0.004,0.456,-0.853,0.839,0.008,0.013,3663.0,1455.0,1.0
1|batter:count_type[592273:full],0.078,0.489,-0.817,1.017,0.007,0.016,4271.0,1096.0,1.0
1|batter:count_type[592273:other],0.01,0.421,-0.813,0.765,0.007,0.009,3220.0,1719.0,1.0
1|batter:count_type[592273:two_strikes],-0.066,0.432,-0.857,0.748,0.007,0.013,3906.0,1424.0,1.01
1|batter:count_type[592325:batter_ahead],0.13,0.466,-0.739,1.024,0.008,0.012,3031.0,1052.0,1.0
1|batter:count_type[592325:full],-0.152,0.491,-1.04,0.779,0.008,0.015,3815.0,1110.0,1.0
1|batter:count_type[592325:other],-0.106,0.475,-0.997,0.779,0.007,0.013,4209.0,1191.0,1.0
1|batter:count_type[592325:two_strikes],0.146,0.471,-0.677,1.023,0.007,0.012,4279.0,1438.0,1.01
1|batter:count_type[592348:batter_ahead],-0.091,0.491,-0.946,0.852,0.008,0.011,4156.0,1493.0,1.0
1|batter:count_type[592348:full],-0.087,0.49,-0.941,0.857,0.008,0.013,4065.0,1383.0,1.0
1|batter:count_type[592348:other],0.049,0.493,-0.814,1.052,0.008,0.014,3795.0,1192.0,1.0
1|batter:count_type[592348:two_strikes],0.106,0.481,-0.793,1.034,0.008,0.012,3472.0,1301.0,1.01
1|batter:count_type[592450:batter_ahead],-0.002,0.4,-0.752,0.732,0.007,0.009,3342.0,1309.0,1.0
1|batter:count_type[592450:full],0.064,0.422,-0.715,0.874,0.007,0.01,3302.0,1580.0,1.0
1|batter:count_type[592450:other],0.092,0.397,-0.637,0.85,0.007,0.01,3176.0,1412.0,1.0
1|batter:count_type[592450:two_strikes],-0.263,0.405,-1.048,0.461,0.006,0.009,3897.0,1645.0,1.0
1|batter:count_type[592518:batter_ahead],-0.33,0.419,-1.121,0.452,0.007,0.008,3211.0,1909.0,1.0
1|batter:count_type[592518:full],0.285,0.44,-0.507,1.142,0.008,0.011,3425.0,1527.0,1.0
1|batter:count_type[592518:other],-0.293,0.403,-1.08,0.422,0.007,0.009,3166.0,1558.0,1.0
1|batter:count_type[592518:two_strikes],0.359,0.417,-0.383,1.154,0.007,0.009,3384.0,1525.0,1.0
1|batter:count_type[592626:batter_ahead],0.303,0.417,-0.487,1.061,0.007,0.009,3308.0,1580.0,1.0
1|batter:count_type[592626:full],-0.152,0.459,-1.008,0.714,0.009,0.01,2803.0,1596.0,1.0
1|batter:count_type[592626:other],-0.121,0.409,-0.909,0.662,0.007,0.01,3262.0,1735.0,1.0
1|batter:count_type[592626:two_strikes],-0.116,0.407,-0.919,0.592,0.008,0.009,2823.0,1592.0,1.0
1|batter:count_type[592663:batter_ahead],0.112,0.426,-0.696,0.911,0.007,0.01,3930.0,1687.0,1.0
1|batter:count_type[592663:full],-0.158,0.449,-0.983,0.71,0.007,0.014,4262.0,1056.0,1.0
1|batter:count_type[592663:other],0.318,0.397,-0.415,1.071,0.007,0.008,2989.0,1775.0,1.0
1|batter:count_type[592663:two_strikes],-0.287,0.435,-1.043,0.534,0.008,0.009,3287.0,1577.0,1.0
1|batter:count_type[592669:batter_ahead],-0.229,0.44,-1.015,0.651,0.007,0.01,4351.0,1448.0,1.0
1|batter:count_type[592669:full],0.165,0.449,-0.676,0.997,0.008,0.01,3439.0,1640.0,1.0
1|batter:count_type[592669:other],-0.004,0.416,-0.726,0.808,0.008,0.01,3057.0,1286.0,1.0
1|batter:count_type[592669:two_strikes],0.114,0.434,-0.678,0.959,0.008,0.01,2795.0,1297.0,1.0
1|batter:count_type[592696:batter_ahead],-0.076,0.44,-0.843,0.817,0.007,0.011,3721.0,1472.0,1.0
1|batter:count_type[592696:full],-0.048,0.465,-0.939,0.818,0.009,0.011,2695.0,1273.0,1.0
1|batter:count_type[592696:other],0.101,0.416,-0.692,0.861,0.007,0.009,3726.0,1779.0,1.0
1|batter:count_type[592696:two_strikes],-0.01,0.427,-0.842,0.753,0.007,0.009,3536.0,1465.0,1.0
1|batter:count_type[592885:batter_ahead],-0.022,0.434,-0.833,0.809,0.007,0.01,4119.0,1572.0,1.0
1|batter:count_type[592885:full],-0.066,0.456,-0.957,0.763,0.007,0.011,4198.0,1399.0,1.0
1|batter:count_type[592885:other],0.117,0.42,-0.643,0.926,0.007,0.01,3595.0,1705.0,1.0
1|batter:count_type[592885:two_strikes],-0.028,0.415,-0.829,0.735,0.007,0.009,3735.0,1881.0,1.0
1|batter:count_type[593160:batter_ahead],-0.027,0.442,-0.852,0.804,0.007,0.01,3636.0,1516.0,1.0
1|batter:count_type[593160:full],-0.196,0.457,-1.043,0.668,0.007,0.012,3770.0,1278.0,1.0
1|batter:count_type[593160:other],-0.206,0.397,-0.938,0.545,0.007,0.009,3032.0,1512.0,1.0
1|batter:count_type[593160:two_strikes],0.433,0.436,-0.397,1.212,0.008,0.009,2774.0,1702.0,1.0
1|batter:count_type[593428:batter_ahead],0.077,0.432,-0.691,0.896,0.007,0.009,4376.0,1765.0,1.0
1|batter:count_type[593428:full],-0.012,0.439,-0.854,0.782,0.007,0.011,3477.0,1826.0,1.0
1|batter:count_type[593428:other],-0.081,0.418,-0.844,0.726,0.008,0.011,2893.0,1360.0,1.01
1|batter:count_type[593428:two_strikes],0.028,0.409,-0.742,0.775,0.008,0.011,2827.0,1436.0,1.0
1|batter:count_type[593871:batter_ahead],0.075,0.424,-0.72,0.851,0.007,0.01,4310.0,1606.0,1.0
1|batter:count_type[593871:full],-0.392,0.429,-1.178,0.464,0.008,0.01,2935.0,1469.0,1.0
1|batter:count_type[593871:other],0.179,0.417,-0.576,0.986,0.007,0.01,3440.0,1863.0,1.01
1|batter:count_type[593871:two_strikes],0.06,0.431,-0.764,0.821,0.008,0.011,2756.0,1432.0,1.0
1|batter:count_type[593934:batter_ahead],-0.211,0.453,-1.104,0.614,0.007,0.012,3844.0,1744.0,1.0
1|batter:count_type[593934:full],-0.085,0.475,-0.955,0.787,0.008,0.011,3869.0,1410.0,1.0
1|batter:count_type[593934:other],0.236,0.473,-0.61,1.141,0.008,0.011,3308.0,1739.0,1.0
1|batter:count_type[593934:two_strikes],-0.0,0.48,-0.851,0.94,0.007,0.012,4457.0,1371.0,1.0
1|batter:count_type[594807:batter_ahead],-0.056,0.434,-0.853,0.805,0.007,0.01,3904.0,1436.0,1.01
1|batter:count_type[594807:full],0.091,0.481,-0.766,0.973,0.008,0.013,3780.0,1378.0,1.0
1|batter:count_type[594807:other],0.047,0.444,-0.842,0.844,0.007,0.012,3993.0,1452.0,1.0
1|batter:count_type[594807:two_strikes],-0.123,0.415,-0.916,0.63,0.007,0.01,4053.0,937.0,1.01
1|batter:count_type[595281:batter_ahead],-0.046,0.432,-0.798,0.815,0.007,0.01,3708.0,1641.0,1.0
1|batter:count_type[595281:full],-0.034,0.49,-0.993,0.846,0.007,0.013,4381.0,1202.0,1.0
1|batter:count_type[595281:other],0.155,0.41,-0.67,0.859,0.007,0.009,3482.0,1443.0,1.01
1|batter:count_type[595281:two_strikes],-0.135,0.411,-0.865,0.682,0.006,0.01,4075.0,1606.0,1.0
1|batter:count_type[595284:batter_ahead],-0.003,0.514,-1.064,0.851,0.008,0.013,3722.0,1530.0,1.0
1|batter:count_type[595284:full],0.012,0.502,-0.931,0.95,0.008,0.012,4368.0,1403.0,1.0
1|batter:count_type[595284:other],-0.055,0.494,-1.001,0.839,0.008,0.012,3941.0,1460.0,1.0
1|batter:count_type[595284:two_strikes],0.015,0.49,-0.951,0.907,0.008,0.014,3507.0,1098.0,1.01
1|batter:count_type[595777:batter_ahead],0.004,0.412,-0.767,0.778,0.007,0.01,3336.0,1522.0,1.01
1|batter:count_type[595777:full],0.067,0.414,-0.673,0.849,0.007,0.01,3612.0,1668.0,1.0
1|batter:count_type[595777:other],-0.045,0.403,-0.762,0.769,0.008,0.01,2795.0,1417.0,1.0
1|batter:count_type[595777:two_strikes],-0.031,0.423,-0.836,0.749,0.008,0.011,2701.0,1227.0,1.0
1|batter:count_type[595879:batter_ahead],0.195,0.453,-0.629,1.071,0.008,0.01,3336.0,1731.0,1.0
1|batter:count_type[595879:full],-0.263,0.483,-1.203,0.618,0.008,0.012,3675.0,1488.0,1.0
1|batter:count_type[595879:other],0.248,0.442,-0.552,1.096,0.007,0.011,3423.0,1490.0,1.0
1|batter:count_type[595879:two_strikes],-0.225,0.434,-1.056,0.573,0.008,0.011,3176.0,1414.0,1.0
1|batter:count_type[595909:batter_ahead],-0.09,0.412,-0.829,0.676,0.007,0.009,3240.0,1693.0,1.0
1|batter:count_type[595909:full],0.106,0.44,-0.778,0.901,0.007,0.01,3567.0,1605.0,1.0
1|batter:count_type[595909:other],0.013,0.407,-0.738,0.81,0.007,0.009,2959.0,1473.0,1.0
1|batter:count_type[595909:two_strikes],-0.006,0.417,-0.708,0.825,0.007,0.009,3768.0,1710.0,1.0
1|batter:count_type[595978:batter_ahead],0.035,0.479,-0.936,0.842,0.008,0.012,3894.0,1455.0,1.0
1|batter:count_type[595978:full],-0.005,0.472,-0.861,0.875,0.009,0.014,2880.0,1369.0,1.01
1|batter:count_type[595978:other],0.1,0.454,-0.704,0.956,0.008,0.01,3541.0,1526.0,1.0
1|batter:count_type[595978:two_strikes],-0.119,0.443,-0.948,0.699,0.007,0.011,3572.0,1477.0,1.0
1|batter:count_type[596019:batter_ahead],0.069,0.408,-0.709,0.819,0.008,0.009,2821.0,1463.0,1.01
1|batter:count_type[596019:full],0.242,0.424,-0.481,1.103,0.007,0.01,3969.0,1515.0,1.0
1|batter:count_type[596019:other],0.003,0.397,-0.75,0.725,0.007,0.009,3099.0,1439.0,1.0
1|batter:count_type[596019:two_strikes],-0.309,0.39,-1.017,0.409,0.007,0.009,2952.0,1762.0,1.0
1|batter:count_type[596103:batter_ahead],0.33,0.443,-0.48,1.145,0.008,0.012,3457.0,1495.0,1.0
1|batter:count_type[596103:full],-0.215,0.475,-1.184,0.611,0.008,0.012,3925.0,1449.0,1.0
1|batter:count_type[596103:other],0.074,0.421,-0.672,0.885,0.007,0.01,3836.0,1585.0,1.0
1|batter:count_type[596103:two_strikes],-0.127,0.443,-0.96,0.714,0.007,0.009,4527.0,1788.0,1.0
