index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
int_y|batter[695578],-1.248,0.024,-1.295,-1.206,0.001,0.001,1739.0,1292.0,1.0
int_y|batter[696100],-1.539,0.025,-1.582,-1.491,0.001,0.001,1248.0,1267.0,1.0
int_y|batter[696285],-1.589,0.024,-1.634,-1.545,0.001,0.001,1760.0,1678.0,1.0
int_y|batter[700242],-1.634,0.035,-1.695,-1.565,0.001,0.001,1582.0,1600.0,1.0
int_y|batter[700250],-1.489,0.034,-1.551,-1.425,0.001,0.001,1622.0,1477.0,1.0
int_y|batter[700932],-1.507,0.03,-1.563,-1.446,0.001,0.001,1073.0,1250.0,1.0
int_y|batter[701305],-1.316,0.039,-1.385,-1.24,0.001,0.001,1940.0,1445.0,1.0
int_y|batter[701538],-1.446,0.018,-1.482,-1.414,0.0,0.0,2361.0,1692.0,1.0
int_y|batter[702358],-1.342,0.028,-1.4,-1.29,0.001,0.001,2346.0,1805.0,1.0
int_y|batter[702616],-1.44,0.031,-1.498,-1.382,0.001,0.001,1998.0,1754.0,1.0
int_y|batter[805373],-1.667,0.063,-1.787,-1.549,0.001,0.001,1860.0,1521.0,1.0
int_y|batter[805779],-1.626,0.05,-1.719,-1.533,0.001,0.001,1176.0,1258.0,1.0
int_y|batter[807799],-1.585,0.025,-1.634,-1.54,0.001,0.001,1695.0,1367.0,1.0
int_y|batter[808982],-1.384,0.042,-1.465,-1.306,0.001,0.001,1208.0,1344.0,1.0
int_y|batter:count_type[444482:batter_ahead],-0.01,0.013,-0.034,0.017,0.0,0.0,3193.0,1699.0,1.0
int_y|batter:count_type[444482:full],0.004,0.014,-0.024,0.029,0.0,0.0,3861.0,1027.0,1.01
int_y|batter:count_type[444482:other],0.002,0.013,-0.022,0.026,0.0,0.0,3714.0,1682.0,1.0
int_y|batter:count_type[444482:two_strikes],0.003,0.013,-0.022,0.028,0.0,0.0,3325.0,1523.0,1.0
int_y|batter:count_type[453568:batter_ahead],0.003,0.013,-0.019,0.029,0.0,0.0,3236.0,1538.0,1.0
int_y|batter:count_type[453568:full],-0.002,0.014,-0.028,0.024,0.0,0.0,3916.0,1809.0,1.0
int_y|batter:count_type[453568:other],-0.003,0.013,-0.025,0.022,0.0,0.0,3483.0,1512.0,1.0
int_y|batter:count_type[453568:two_strikes],0.0,0.012,-0.022,0.025,0.0,0.0,3081.0,1577.0,1.0
int_y|batter:count_type[455117:batter_ahead],-0.007,0.014,-0.034,0.018,0.0,0.0,3804.0,1616.0,1.0
int_y|batter:count_type[455117:full],-0.002,0.014,-0.028,0.024,0.0,0.0,4177.0,1262.0,1.0
int_y|batter:count_type[455117:other],-0.002,0.014,-0.027,0.024,0.0,0.0,4270.0,1338.0,1.01
int_y|batter:count_type[455117:two_strikes],0.012,0.014,-0.014,0.037,0.0,0.0,3858.0,1441.0,1.0
int_y|batter:count_type[456781:batter_ahead],-0.004,0.013,-0.03,0.021,0.0,0.0,4261.0,1343.0,1.0
int_y|batter:count_type[456781:full],0.007,0.014,-0.02,0.035,0.0,0.0,5246.0,1522.0,1.0
int_y|batter:count_type[456781:other],-0.005,0.013,-0.028,0.019,0.0,0.0,3961.0,1538.0,1.0
int_y|batter:count_type[456781:two_strikes],0.002,0.014,-0.024,0.027,0.0,0.0,4382.0,1352.0,1.0
int_y|batter:count_type[457705:batter_ahead],-0.0,0.013,-0.024,0.024,0.0,0.0,3920.0,1877.0,1.0
int_y|batter:count_type[457705:full],-0.006,0.014,-0.032,0.02,0.0,0.0,4286.0,1626.0,1.0
int_y|batter:count_type[457705:other],0.004,0.013,-0.02,0.03,0.0,0.0,3316.0,1556.0,1.01
int_y|batter:count_type[457705:two_strikes],0.002,0.013,-0.023,0.025,0.0,0.0,3710.0,1331.0,1.01
int_y|batter:count_type[457759:batter_ahead],-0.005,0.013,-0.031,0.018,0.0,0.0,3408.0,1459.0,1.0
int_y|batter:count_type[457759:full],0.007,0.012,-0.016,0.029,0.0,0.0,2983.0,1477.0,1.0
int_y|batter:count_type[457759:other],-0.004,0.012,-0.027,0.019,0.0,0.0,3321.0,1421.0,1.0
int_y|batter:count_type[457759:two_strikes],0.001,0.012,-0.02,0.025,0.0,0.0,2768.0,1649.0,1.0
int_y|batter:count_type[467793:batter_ahead],-0.019,0.013,-0.044,0.003,0.0,0.0,3080.0,1505.0,1.0
int_y|batter:count_type[467793:full],0.016,0.013,-0.008,0.041,0.0,0.0,3195.0,1695.0,1.0
int_y|batter:count_type[467793:other],-0.014,0.012,-0.039,0.007,0.0,0.0,2569.0,1377.0,1.0
int_y|batter:count_type[467793:two_strikes],0.018,0.013,-0.007,0.041,0.0,0.0,2888.0,1328.0,1.0
int_y|batter:count_type[493329:batter_ahead],-0.006,0.015,-0.031,0.025,0.0,0.0,4663.0,1124.0,1.0
int_y|batter:count_type[493329:full],-0.001,0.014,-0.028,0.026,0.0,0.0,3503.0,1434.0,1.0
int_y|batter:count_type[493329:other],-0.005,0.014,-0.03,0.021,0.0,0.0,3459.0,1521.0,1.0
int_y|batter:count_type[493329:two_strikes],0.011,0.015,-0.018,0.038,0.0,0.0,3392.0,1209.0,1.01
int_y|batter:count_type[500743:batter_ahead],-0.023,0.013,-0.048,-0.0,0.0,0.0,2593.0,1474.0,1.0
int_y|batter:count_type[500743:full],0.007,0.014,-0.02,0.033,0.0,0.0,2617.0,1410.0,1.0
int_y|batter:count_type[500743:other],-0.008,0.012,-0.032,0.014,0.0,0.0,3252.0,1445.0,1.0
int_y|batter:count_type[500743:two_strikes],0.023,0.014,-0.003,0.047,0.0,0.0,3057.0,1437.0,1.0
int_y|batter:count_type[501303:batter_ahead],0.001,0.015,-0.026,0.029,0.0,0.0,3880.0,1441.0,1.0
int_y|batter:count_type[501303:full],0.002,0.015,-0.025,0.03,0.0,0.0,3711.0,1676.0,1.01
int_y|batter:count_type[501303:other],0.004,0.015,-0.025,0.03,0.0,0.0,3470.0,1309.0,1.0
int_y|batter:count_type[501303:two_strikes],-0.007,0.015,-0.034,0.022,0.0,0.0,4118.0,1120.0,1.0
int_y|batter:count_type[502054:batter_ahead],-0.01,0.013,-0.033,0.016,0.0,0.0,3839.0,1477.0,1.0
int_y|batter:count_type[502054:full],0.01,0.014,-0.015,0.036,0.0,0.0,3778.0,1711.0,1.0
int_y|batter:count_type[502054:other],-0.008,0.013,-0.033,0.017,0.0,0.0,3171.0,1435.0,1.0
int_y|batter:count_type[502054:two_strikes],0.007,0.013,-0.016,0.031,0.0,0.0,3638.0,1367.0,1.0
int_y|batter:count_type[502110:batter_ahead],0.005,0.013,-0.02,0.029,0.0,0.0,3511.0,1641.0,1.0
int_y|batter:count_type[502110:full],0.0,0.014,-0.025,0.027,0.0,0.0,4190.0,1684.0,1.0
int_y|batter:count_type[502110:other],-0.003,0.013,-0.028,0.021,0.0,0.0,3247.0,1832.0,1.0
int_y|batter:count_type[502110:two_strikes],-0.003,0.013,-0.028,0.021,0.0,0.0,3536.0,1567.0,1.0
int_y|batter:count_type[502671:batter_ahead],0.008,0.013,-0.014,0.035,0.0,0.0,3261.0,1359.0,1.0
int_y|batter:count_type[502671:full],-0.008,0.014,-0.034,0.018,0.0,0.0,3107.0,1835.0,1.0
int_y|batter:count_type[502671:other],0.009,0.013,-0.017,0.032,0.0,0.0,3222.0,1438.0,1.0
int_y|batter:count_type[502671:two_strikes],-0.01,0.013,-0.035,0.014,0.0,0.0,4148.0,1453.0,1.0
int_y|batter:count_type[514888:batter_ahead],0.005,0.013,-0.018,0.029,0.0,0.0,3145.0,1538.0,1.0
int_y|batter:count_type[514888:full],-0.003,0.014,-0.028,0.022,0.0,0.0,3847.0,1839.0,1.0
int_y|batter:count_type[514888:other],0.001,0.013,-0.024,0.023,0.0,0.0,3272.0,1422.0,1.0
int_y|batter:count_type[514888:two_strikes],-0.003,0.013,-0.029,0.02,0.0,0.0,3620.0,1414.0,1.0
int_y|batter:count_type[516782:batter_ahead],-0.004,0.013,-0.029,0.021,0.0,0.0,3809.0,1694.0,1.0
int_y|batter:count_type[516782:full],-0.009,0.015,-0.036,0.019,0.0,0.0,3849.0,1179.0,1.01
int_y|batter:count_type[516782:other],0.012,0.013,-0.014,0.036,0.0,0.0,3524.0,1533.0,1.0
int_y|batter:count_type[516782:two_strikes],0.001,0.013,-0.024,0.026,0.0,0.0,3774.0,1563.0,1.0
int_y|batter:count_type[518595:batter_ahead],-0.002,0.013,-0.025,0.024,0.0,0.0,3717.0,1622.0,1.0
int_y|batter:count_type[518595:full],-0.001,0.014,-0.027,0.026,0.0,0.0,3904.0,1504.0,1.0
int_y|batter:count_type[518595:other],-0.003,0.013,-0.027,0.02,0.0,0.0,2875.0,1496.0,1.0
int_y|batter:count_type[518595:two_strikes],0.006,0.014,-0.02,0.031,0.0,0.0,4069.0,1550.0,1.0
int_y|batter:count_type[518692:batter_ahead],-0.009,0.013,-0.032,0.016,0.0,0.0,3850.0,982.0,1.0
int_y|batter:count_type[518692:full],0.02,0.014,-0.004,0.047,0.0,0.0,3429.0,1572.0,1.0
int_y|batter:count_type[518692:other],-0.003,0.012,-0.027,0.019,0.0,0.0,3075.0,1590.0,1.0
int_y|batter:count_type[518692:two_strikes],-0.007,0.013,-0.031,0.017,0.0,0.0,2909.0,1462.0,1.01
int_y|batter:count_type[518735:batter_ahead],-0.01,0.014,-0.036,0.015,0.0,0.0,3779.0,1625.0,1.0
int_y|batter:count_type[518735:full],0.006,0.014,-0.02,0.033,0.0,0.0,3748.0,1359.0,1.0
int_y|batter:count_type[518735:other],-0.011,0.013,-0.036,0.014,0.0,0.0,3394.0,1551.0,1.0
int_y|batter:count_type[518735:two_strikes],0.016,0.013,-0.008,0.039,0.0,0.0,3728.0,1902.0,1.0
int_y|batter:count_type[518792:batter_ahead],-0.002,0.014,-0.028,0.025,0.0,0.0,3646.0,1577.0,1.0
int_y|batter:count_type[518792:full],-0.004,0.014,-0.03,0.023,0.0,0.0,3302.0,1271.0,1.01
int_y|batter:count_type[518792:other],0.002,0.013,-0.022,0.028,0.0,0.0,4328.0,1659.0,1.0
int_y|batter:count_type[518792:two_strikes],0.004,0.014,-0.019,0.031,0.0,0.0,3669.0,1397.0,1.0
int_y|batter:count_type[518934:batter_ahead],-0.001,0.014,-0.03,0.024,0.0,0.0,3635.0,1444.0,1.0
int_y|batter:count_type[518934:full],-0.0,0.015,-0.028,0.03,0.0,0.0,4171.0,1379.0,1.01
int_y|batter:count_type[518934:other],-0.002,0.014,-0.027,0.024,0.0,0.0,3543.0,963.0,1.0
int_y|batter:count_type[518934:two_strikes],0.003,0.014,-0.023,0.029,0.0,0.0,4091.0,1634.0,1.0
int_y|batter:count_type[519203:batter_ahead],0.002,0.013,-0.023,0.025,0.0,0.0,3746.0,1641.0,1.0
int_y|batter:count_type[519203:full],-0.0,0.014,-0.027,0.025,0.0,0.0,3790.0,1265.0,1.0
int_y|batter:count_type[519203:other],0.009,0.013,-0.017,0.03,0.0,0.0,2670.0,1479.0,1.0
int_y|batter:count_type[519203:two_strikes],-0.011,0.013,-0.034,0.013,0.0,0.0,3556.0,1618.0,1.0
int_y|batter:count_type[519317:batter_ahead],-0.001,0.013,-0.024,0.024,0.0,0.0,3715.0,1599.0,1.0
int_y|batter:count_type[519317:full],0.009,0.014,-0.017,0.033,0.0,0.0,4060.0,1827.0,1.0
int_y|batter:count_type[519317:other],-0.008,0.013,-0.033,0.016,0.0,0.0,4021.0,1367.0,1.0
int_y|batter:count_type[519317:two_strikes],-0.0,0.013,-0.023,0.025,0.0,0.0,2974.0,1494.0,1.0
int_y|batter:count_type[521692:batter_ahead],0.013,0.012,-0.008,0.036,0.0,0.0,2808.0,1584.0,1.0
int_y|batter:count_type[521692:full],-0.002,0.014,-0.03,0.021,0.0,0.0,4226.0,1627.0,1.0
int_y|batter:count_type[521692:other],-0.0,0.012,-0.021,0.023,0.0,0.0,2863.0,1706.0,1.0
int_y|batter:count_type[521692:two_strikes],-0.012,0.012,-0.037,0.01,0.0,0.0,2968.0,1360.0,1.0
int_y|batter:count_type[527038:batter_ahead],0.007,0.014,-0.019,0.033,0.0,0.0,3610.0,1443.0,1.0
int_y|batter:count_type[527038:full],-0.004,0.015,-0.032,0.023,0.0,0.0,4086.0,1643.0,1.0
int_y|batter:count_type[527038:other],0.006,0.013,-0.016,0.032,0.0,0.0,3873.0,1516.0,1.0
int_y|batter:count_type[527038:two_strikes],-0.009,0.013,-0.032,0.016,0.0,0.0,4226.0,1773.0,1.0
int_y|batter:count_type[541645:batter_ahead],-0.001,0.015,-0.028,0.027,0.0,0.0,4069.0,1246.0,1.01
int_y|batter:count_type[541645:full],-0.002,0.015,-0.028,0.026,0.0,0.0,3717.0,1498.0,1.0
int_y|batter:count_type[541645:other],0.001,0.015,-0.026,0.028,0.0,0.0,4390.0,1725.0,1.0
int_y|batter:count_type[541645:two_strikes],0.002,0.015,-0.026,0.031,0.0,0.0,4052.0,1278.0,1.0
int_y|batter:count_type[542194:batter_ahead],0.006,0.014,-0.021,0.031,0.0,0.0,4425.0,1446.0,1.01
int_y|batter:count_type[542194:full],-0.001,0.015,-0.031,0.027,0.0,0.0,4879.0,1390.0,1.0
int_y|batter:count_type[542194:other],0.009,0.013,-0.014,0.035,0.0,0.0,4548.0,1627.0,1.0
int_y|batter:count_type[542194:two_strikes],-0.014,0.014,-0.041,0.012,0.0,0.0,3889.0,1682.0,1.0
int_y|batter:count_type[542303:batter_ahead],-0.013,0.012,-0.035,0.01,0.0,0.0,2777.0,1622.0,1.01
int_y|batter:count_type[542303:full],0.004,0.013,-0.02,0.029,0.0,0.0,3451.0,1707.0,1.0
int_y|batter:count_type[542303:other],-0.002,0.012,-0.023,0.021,0.0,0.0,2905.0,1616.0,1.0
int_y|batter:count_type[542303:two_strikes],0.01,0.012,-0.012,0.033,0.0,0.0,2910.0,1525.0,1.0
int_y|batter:count_type[542364:batter_ahead],-0.0,0.015,-0.029,0.027,0.0,0.0,4387.0,1469.0,1.0
int_y|batter:count_type[542364:full],-0.003,0.015,-0.029,0.027,0.0,0.0,4507.0,1474.0,1.0
int_y|batter:count_type[542364:other],0.005,0.015,-0.025,0.031,0.0,0.0,4248.0,1299.0,1.01
int_y|batter:count_type[542364:two_strikes],-0.002,0.016,-0.032,0.028,0.0,0.0,3560.0,1163.0,1.0
int_y|batter:count_type[542932:batter_ahead],0.001,0.015,-0.026,0.031,0.0,0.0,4744.0,1440.0,1.0
int_y|batter:count_type[542932:full],0.0,0.016,-0.029,0.03,0.0,0.0,3940.0,1183.0,1.0
int_y|batter:count_type[542932:other],-0.005,0.015,-0.031,0.023,0.0,0.0,3471.0,1447.0,1.0
int_y|batter:count_type[542932:two_strikes],0.003,0.015,-0.024,0.03,0.0,0.0,3709.0,1529.0,1.0
int_y|batter:count_type[542963:batter_ahead],0.001,0.016,-0.028,0.029,0.0,0.0,3686.0,1207.0,1.01
int_y|batter:count_type[542963:full],-0.0,0.015,-0.031,0.028,0.0,0.0,4132.0,1165.0,1.0
int_y|batter:count_type[542963:other],-0.001,0.015,-0.029,0.027,0.0,0.0,3995.0,1408.0,1.0
int_y|batter:count_type[542963:two_strikes],0.0,0.015,-0.028,0.028,0.0,0.0,4311.0,1247.0,1.0
int_y|batter:count_type[543063:batter_ahead],-0.002,0.015,-0.026,0.027,0.0,0.0,3860.0,1469.0,1.0
int_y|batter:count_type[543063:full],0.003,0.016,-0.025,0.034,0.0,0.0,3632.0,1207.0,1.0
int_y|batter:count_type[543063:other],-0.002,0.014,-0.026,0.025,0.0,0.0,4635.0,1536.0,1.0
int_y|batter:count_type[543063:two_strikes],-0.0,0.014,-0.028,0.025,0.0,0.0,4306.0,1260.0,1.0
int_y|batter:count_type[543228:batter_ahead],-0.005,0.014,-0.03,0.022,0.0,0.0,4320.0,1632.0,1.0
int_y|batter:count_type[543228:full],-0.002,0.014,-0.028,0.025,0.0,0.0,3756.0,1428.0,1.0
int_y|batter:count_type[543228:other],0.019,0.014,-0.007,0.046,0.0,0.0,3099.0,1528.0,1.0
int_y|batter:count_type[543228:two_strikes],-0.013,0.014,-0.04,0.012,0.0,0.0,3585.0,1551.0,1.0
int_y|batter:count_type[543257:batter_ahead],-0.007,0.013,-0.03,0.019,0.0,0.0,3909.0,1449.0,1.0
int_y|batter:count_type[543257:full],0.007,0.014,-0.018,0.035,0.0,0.0,3800.0,1365.0,1.0
int_y|batter:count_type[543257:other],-0.007,0.013,-0.029,0.018,0.0,0.0,3383.0,1593.0,1.0
int_y|batter:count_type[543257:two_strikes],0.007,0.013,-0.017,0.032,0.0,0.0,3727.0,1537.0,1.0
int_y|batter:count_type[543305:batter_ahead],0.004,0.015,-0.021,0.034,0.0,0.0,4150.0,1259.0,1.0
int_y|batter:count_type[543305:full],0.003,0.015,-0.026,0.03,0.0,0.0,3657.0,1458.0,1.01
int_y|batter:count_type[543305:other],-0.006,0.014,-0.031,0.02,0.0,0.0,3927.0,1531.0,1.0
int_y|batter:count_type[543305:two_strikes],-0.002,0.014,-0.028,0.022,0.0,0.0,3982.0,1131.0,1.0
int_y|batter:count_type[543309:batter_ahead],-0.001,0.013,-0.025,0.025,0.0,0.0,3520.0,1537.0,1.0
int_y|batter:count_type[543309:full],-0.005,0.013,-0.031,0.02,0.0,0.0,3746.0,1401.0,1.0
int_y|batter:count_type[543309:other],0.002,0.013,-0.025,0.026,0.0,0.0,3231.0,1352.0,1.0
int_y|batter:count_type[543309:two_strikes],0.004,0.012,-0.021,0.025,0.0,0.0,3475.0,1679.0,1.0
int_y|batter:count_type[543510:batter_ahead],-0.009,0.013,-0.032,0.015,0.0,0.0,4357.0,1598.0,1.0
int_y|batter:count_type[543510:full],0.0,0.014,-0.027,0.026,0.0,0.0,3571.0,1473.0,1.0
int_y|batter:count_type[543510:other],-0.0,0.014,-0.025,0.026,0.0,0.0,3740.0,1364.0,1.0
int_y|batter:count_type[543510:two_strikes],0.009,0.013,-0.015,0.033,0.0,0.0,3357.0,1574.0,1.0
int_y|batter:count_type[543685:batter_ahead],-0.001,0.014,-0.027,0.024,0.0,0.0,4633.0,1509.0,1.0
int_y|batter:count_type[543685:full],-0.003,0.014,-0.031,0.02,0.0,0.0,4101.0,1339.0,1.0
int_y|batter:count_type[543685:other],0.004,0.014,-0.022,0.03,0.0,0.0,4877.0,1474.0,1.01
int_y|batter:count_type[543685:two_strikes],-0.0,0.014,-0.027,0.026,0.0,0.0,3180.0,1437.0,1.0
int_y|batter:count_type[543760:batter_ahead],0.004,0.012,-0.018,0.027,0.0,0.0,3163.0,1512.0,1.0
int_y|batter:count_type[543760:full],-0.008,0.013,-0.032,0.017,0.0,0.0,3520.0,1682.0,1.0
int_y|batter:count_type[543760:other],0.007,0.013,-0.016,0.031,0.0,0.0,3011.0,1508.0,1.0
int_y|batter:count_type[543760:two_strikes],-0.003,0.012,-0.029,0.018,0.0,0.0,4121.0,1386.0,1.0
int_y|batter:count_type[543807:batter_ahead],0.004,0.013,-0.019,0.028,0.0,0.0,4175.0,1797.0,1.0
int_y|batter:count_type[543807:full],-0.009,0.014,-0.035,0.018,0.0,0.0,4625.0,1710.0,1.0
int_y|batter:count_type[543807:other],0.018,0.014,-0.007,0.045,0.0,0.0,4048.0,1472.0,1.0
int_y|batter:count_type[543807:two_strikes],-0.014,0.014,-0.039,0.012,0.0,0.0,3509.0,1513.0,1.0
int_y|batter:count_type[543877:batter_ahead],-0.0,0.014,-0.026,0.025,0.0,0.0,3783.0,1696.0,1.0
int_y|batter:count_type[543877:full],0.004,0.014,-0.022,0.032,0.0,0.0,4108.0,1396.0,1.0
int_y|batter:count_type[543877:other],0.007,0.013,-0.016,0.031,0.0,0.0,2993.0,1712.0,1.0
int_y|batter:count_type[543877:two_strikes],-0.011,0.013,-0.035,0.013,0.0,0.0,3191.0,1700.0,1.0
int_y|batter:count_type[545121:batter_ahead],0.002,0.015,-0.026,0.028,0.0,0.0,3806.0,1619.0,1.0
int_y|batter:count_type[545121:full],0.004,0.015,-0.025,0.033,0.0,0.001,4047.0,1193.0,1.0
int_y|batter:count_type[545121:other],0.008,0.014,-0.017,0.034,0.0,0.0,3549.0,1724.0,1.0
int_y|batter:count_type[545121:two_strikes],-0.014,0.014,-0.042,0.01,0.0,0.0,4364.0,1502.0,1.0
int_y|batter:count_type[545341:batter_ahead],-0.009,0.013,-0.033,0.016,0.0,0.0,3412.0,1651.0,1.0
int_y|batter:count_type[545341:full],0.009,0.014,-0.02,0.034,0.0,0.0,3245.0,1379.0,1.0
int_y|batter:count_type[545341:other],-0.012,0.013,-0.036,0.012,0.0,0.0,3109.0,1216.0,1.0
int_y|batter:count_type[545341:two_strikes],0.01,0.013,-0.014,0.037,0.0,0.0,3853.0,1362.0,1.01
int_y|batter:count_type[545361:batter_ahead],0.007,0.014,-0.019,0.033,0.0,0.0,3745.0,1373.0,1.0
int_y|batter:count_type[545361:full],0.001,0.015,-0.028,0.028,0.0,0.0,3971.0,1287.0,1.0
int_y|batter:count_type[545361:other],-0.009,0.015,-0.035,0.021,0.0,0.0,3664.0,1445.0,1.0
int_y|batter:count_type[545361:two_strikes],-0.0,0.014,-0.028,0.024,0.0,0.0,4136.0,1568.0,1.0
int_y|batter:count_type[547180:batter_ahead],0.005,0.012,-0.018,0.028,0.0,0.0,2573.0,1471.0,1.01
int_y|batter:count_type[547180:full],-0.005,0.013,-0.029,0.02,0.0,0.0,4318.0,1471.0,1.0
int_y|batter:count_type[547180:other],-0.004,0.012,-0.027,0.018,0.0,0.0,3008.0,1477.0,1.0
int_y|batter:count_type[547180:two_strikes],0.004,0.012,-0.018,0.027,0.0,0.0,3861.0,1664.0,1.0
int_y|batter:count_type[547989:batter_ahead],0.001,0.014,-0.023,0.027,0.0,0.0,3471.0,1608.0,1.0
int_y|batter:count_type[547989:full],-0.001,0.015,-0.031,0.024,0.0,0.0,3720.0,1299.0,1.0
int_y|batter:count_type[547989:other],0.002,0.014,-0.025,0.029,0.0,0.0,3814.0,1516.0,1.0
int_y|batter:count_type[547989:two_strikes],-0.001,0.014,-0.024,0.029,0.0,0.0,3333.0,1376.0,1.01
int_y|batter:count_type[553869:batter_ahead],-0.006,0.013,-0.028,0.02,0.0,0.0,4278.0,1443.0,1.0
int_y|batter:count_type[553869:full],0.012,0.013,-0.013,0.036,0.0,0.0,4289.0,1567.0,1.0
int_y|batter:count_type[553869:other],-0.012,0.012,-0.033,0.01,0.0,0.0,2599.0,1444.0,1.0
int_y|batter:count_type[553869:two_strikes],0.006,0.012,-0.016,0.03,0.0,0.0,3128.0,1482.0,1.0
int_y|batter:count_type[553882:batter_ahead],-0.001,0.014,-0.027,0.025,0.0,0.0,3566.0,1432.0,1.01
int_y|batter:count_type[553882:full],-0.002,0.016,-0.028,0.03,0.0,0.0,4819.0,1337.0,1.0
int_y|batter:count_type[553882:other],0.002,0.014,-0.025,0.027,0.0,0.0,3571.0,1333.0,1.0
int_y|batter:count_type[553882:two_strikes],0.001,0.014,-0.027,0.027,0.0,0.0,4902.0,1325.0,1.0
int_y|batter:count_type[553993:batter_ahead],-0.006,0.012,-0.028,0.019,0.0,0.0,3114.0,1250.0,1.0
int_y|batter:count_type[553993:full],0.002,0.013,-0.024,0.026,0.0,0.0,4219.0,1500.0,1.0
int_y|batter:count_type[553993:other],0.001,0.012,-0.022,0.024,0.0,0.0,2928.0,1543.0,1.0
int_y|batter:count_type[553993:two_strikes],0.003,0.012,-0.017,0.027,0.0,0.0,3231.0,1592.0,1.01
int_y|batter:count_type[570482:batter_ahead],0.0,0.012,-0.023,0.022,0.0,0.0,3532.0,1525.0,1.0
int_y|batter:count_type[570482:full],-0.011,0.014,-0.035,0.016,0.0,0.0,3195.0,1502.0,1.0
int_y|batter:count_type[570482:other],0.01,0.013,-0.013,0.035,0.0,0.0,3045.0,1375.0,1.0
int_y|batter:count_type[570482:two_strikes],0.001,0.013,-0.022,0.026,0.0,0.0,3263.0,1439.0,1.0
int_y|batter:count_type[571448:batter_ahead],0.005,0.013,-0.019,0.029,0.0,0.0,3292.0,1404.0,1.0
int_y|batter:count_type[571448:full],-0.006,0.014,-0.03,0.019,0.0,0.0,2802.0,1295.0,1.0
int_y|batter:count_type[571448:other],0.003,0.012,-0.019,0.025,0.0,0.0,2697.0,1431.0,1.0
int_y|batter:count_type[571448:two_strikes],-0.001,0.012,-0.024,0.021,0.0,0.0,2972.0,1709.0,1.0
int_y|batter:count_type[571466:batter_ahead],-0.002,0.015,-0.031,0.026,0.0,0.0,4226.0,1488.0,1.0
int_y|batter:count_type[571466:full],0.002,0.015,-0.026,0.03,0.0,0.0,5032.0,1407.0,1.0
int_y|batter:count_type[571466:other],0.001,0.014,-0.025,0.027,0.0,0.0,3776.0,1859.0,1.0
int_y|batter:count_type[571466:two_strikes],-0.003,0.014,-0.026,0.023,0.0,0.0,4088.0,1673.0,1.0
int_y|batter:count_type[571657:batter_ahead],-0.006,0.014,-0.033,0.018,0.0,0.0,3452.0,1641.0,1.0
int_y|batter:count_type[571657:full],-0.005,0.014,-0.03,0.024,0.0,0.0,3560.0,1170.0,1.0
int_y|batter:count_type[571657:other],0.006,0.013,-0.019,0.03,0.0,0.0,3382.0,1471.0,1.0
int_y|batter:count_type[571657:two_strikes],0.005,0.013,-0.018,0.029,0.0,0.0,3603.0,1482.0,1.0
int_y|batter:count_type[571745:batter_ahead],-0.013,0.013,-0.038,0.01,0.0,0.0,2902.0,1734.0,1.0
int_y|batter:count_type[571745:full],0.006,0.013,-0.018,0.03,0.0,0.0,4154.0,1443.0,1.0
int_y|batter:count_type[571745:other],-0.008,0.012,-0.03,0.015,0.0,0.0,3199.0,1337.0,1.0
int_y|batter:count_type[571745:two_strikes],0.014,0.013,-0.011,0.037,0.0,0.0,3516.0,1725.0,1.0
int_y|batter:count_type[571771:batter_ahead],-0.002,0.013,-0.025,0.024,0.0,0.0,4004.0,1758.0,1.0
int_y|batter:count_type[571771:full],-0.007,0.014,-0.034,0.018,0.0,0.0,3926.0,1623.0,1.0
int_y|batter:count_type[571771:other],-0.005,0.012,-0.026,0.019,0.0,0.0,2942.0,1713.0,1.0
int_y|batter:count_type[571771:two_strikes],0.013,0.013,-0.009,0.038,0.0,0.0,2954.0,1678.0,1.0
int_y|batter:count_type[571912:batter_ahead],-0.004,0.014,-0.03,0.024,0.0,0.0,4158.0,1491.0,1.01
int_y|batter:count_type[571912:full],-0.005,0.014,-0.033,0.02,0.0,0.0,3300.0,1434.0,1.0
int_y|batter:count_type[571912:other],0.001,0.014,-0.023,0.026,0.0,0.0,4182.0,1309.0,1.0
int_y|batter:count_type[571912:two_strikes],0.007,0.013,-0.017,0.032,0.0,0.0,3586.0,1560.0,1.01
int_y|batter:count_type[571970:batter_ahead],-0.002,0.013,-0.026,0.022,0.0,0.0,4420.0,1440.0,1.0
int_y|batter:count_type[571970:full],-0.003,0.014,-0.029,0.024,0.0,0.0,3292.0,1491.0,1.0
int_y|batter:count_type[571970:other],0.0,0.013,-0.023,0.024,0.0,0.0,3483.0,1515.0,1.0
int_y|batter:count_type[571970:two_strikes],0.003,0.013,-0.022,0.027,0.0,0.0,3567.0,1321.0,1.0
int_y|batter:count_type[572138:batter_ahead],-0.005,0.013,-0.03,0.019,0.0,0.0,4029.0,1263.0,1.0
int_y|batter:count_type[572138:full],-0.004,0.014,-0.03,0.022,0.0,0.0,3543.0,1580.0,1.0
int_y|batter:count_type[572138:other],0.002,0.013,-0.022,0.026,0.0,0.0,3431.0,1259.0,1.0
int_y|batter:count_type[572138:two_strikes],0.007,0.013,-0.018,0.031,0.0,0.0,3715.0,1593.0,1.0
