index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
int_y|batter[671732],0.803,0.018,0.767,0.834,0.0,0.0,2087.0,1644.0,1.0
int_y|batter[671739],0.66,0.017,0.628,0.692,0.0,0.0,2274.0,1616.0,1.0
int_y|batter[672012],0.979,0.055,0.88,1.086,0.001,0.001,2460.0,1297.0,1.0
int_y|batter[672275],0.891,0.018,0.855,0.925,0.0,0.0,3276.0,1776.0,1.0
int_y|batter[672279],0.868,0.02,0.83,0.904,0.0,0.0,2300.0,1344.0,1.0
int_y|batter[672284],0.781,0.018,0.747,0.815,0.0,0.0,2384.0,1584.0,1.0
int_y|batter[672356],0.718,0.025,0.67,0.765,0.0,0.001,2696.0,1432.0,1.01
int_y|batter[672386],0.682,0.022,0.645,0.726,0.0,0.0,2409.0,1412.0,1.0
int_y|batter[672515],0.884,0.024,0.84,0.93,0.001,0.001,2115.0,1336.0,1.0
int_y|batter[672569],0.846,0.048,0.758,0.935,0.001,0.001,2473.0,1272.0,1.0
int_y|batter[672580],0.686,0.018,0.656,0.721,0.0,0.0,2340.0,1554.0,1.0
int_y|batter[672640],0.801,0.02,0.764,0.839,0.0,0.001,2397.0,1481.0,1.0
int_y|batter[672642],0.925,0.053,0.821,1.021,0.001,0.001,2126.0,1530.0,1.0
int_y|batter[672695],0.912,0.026,0.865,0.964,0.001,0.001,2475.0,1384.0,1.0
int_y|batter[672701],0.563,0.293,-0.013,1.07,0.006,0.007,2135.0,1385.0,1.0
int_y|batter[672724],0.7,0.11,0.508,0.919,0.002,0.002,2499.0,1598.0,1.0
int_y|batter[672744],1.067,0.09,0.904,1.236,0.002,0.002,2027.0,1521.0,1.01
int_y|batter[672761],0.844,0.019,0.807,0.88,0.0,0.0,2153.0,1724.0,1.0
int_y|batter[672820],0.858,0.02,0.82,0.893,0.0,0.0,2236.0,1565.0,1.0
int_y|batter[673237],0.685,0.016,0.655,0.715,0.0,0.0,2313.0,1377.0,1.0
int_y|batter[673357],0.914,0.019,0.878,0.948,0.0,0.0,2561.0,1105.0,1.0
int_y|batter[673490],0.68,0.024,0.634,0.725,0.001,0.001,1929.0,1171.0,1.01
int_y|batter[673548],0.77,0.017,0.737,0.8,0.0,0.0,1712.0,1490.0,1.0
int_y|batter[673962],0.834,0.031,0.772,0.888,0.001,0.001,1582.0,1143.0,1.01
int_y|batter[673995],0.871,0.051,0.778,0.966,0.001,0.001,1662.0,1584.0,1.01
int_y|batter[674441],1.008,0.051,0.917,1.105,0.001,0.001,2362.0,1547.0,1.0
int_y|batter[675659],0.916,0.132,0.666,1.152,0.003,0.003,1650.0,1219.0,1.0
int_y|batter[675961],0.93,0.043,0.853,1.014,0.001,0.001,2024.0,1385.0,1.0
int_y|batter[676059],0.65,0.022,0.607,0.689,0.001,0.001,1569.0,1160.0,1.0
int_y|batter[676070],0.527,0.058,0.417,0.638,0.001,0.001,2220.0,1303.0,1.0
int_y|batter[676113],1.026,0.04,0.949,1.095,0.001,0.001,1861.0,1368.0,1.0
int_y|batter[676116],0.765,0.042,0.681,0.837,0.001,0.001,1663.0,1197.0,1.0
int_y|batter[676356],0.697,0.021,0.657,0.735,0.001,0.0,1596.0,1414.0,1.0
int_y|batter[676369],0.603,0.027,0.552,0.652,0.001,0.001,1889.0,1296.0,1.0
int_y|batter[676391],0.811,0.021,0.775,0.851,0.0,0.0,2334.0,1593.0,1.0
int_y|batter[676439],0.797,0.101,0.601,0.975,0.002,0.002,2080.0,1312.0,1.0
int_y|batter[676475],0.762,0.017,0.732,0.794,0.0,0.0,2086.0,1619.0,1.0
int_y|batter[676551],0.633,0.104,0.426,0.81,0.002,0.002,2010.0,1270.0,1.0
int_y|batter[676572],0.71,0.042,0.632,0.791,0.001,0.001,2611.0,1164.0,1.0
int_y|batter[676609],0.822,0.018,0.788,0.855,0.0,0.0,1858.0,1501.0,1.0
int_y|batter[676632],1.083,0.043,1.004,1.166,0.001,0.001,1882.0,1182.0,1.0
int_y|batter[676679],0.496,0.064,0.376,0.618,0.001,0.002,2359.0,1158.0,1.0
int_y|batter[676694],0.929,0.019,0.892,0.964,0.0,0.0,2254.0,1403.0,1.0
int_y|batter[676701],0.836,0.05,0.745,0.932,0.001,0.001,1786.0,1467.0,1.0
int_y|batter[676801],0.931,0.026,0.88,0.979,0.001,0.001,2361.0,1353.0,1.0
int_y|batter[676896],1.062,0.168,0.77,1.403,0.003,0.004,2478.0,1462.0,1.0
int_y|batter[676914],0.768,0.024,0.724,0.812,0.001,0.001,1813.0,1292.0,1.0
int_y|batter[676946],0.649,0.231,0.181,1.047,0.005,0.006,2603.0,1203.0,1.0
int_y|batter[677008],0.929,0.033,0.87,0.991,0.001,0.001,2090.0,1359.0,1.0
int_y|batter[677347],0.82,0.051,0.725,0.917,0.001,0.001,2474.0,1269.0,1.01
int_y|batter[677587],0.769,0.018,0.738,0.803,0.0,0.0,2344.0,1342.0,1.0
int_y|batter[677588],0.955,0.027,0.904,1.004,0.001,0.001,1538.0,1296.0,1.0
int_y|batter[677594],0.722,0.014,0.697,0.747,0.0,0.0,2416.0,1514.0,1.0
int_y|batter[677649],0.74,0.022,0.699,0.779,0.0,0.001,2136.0,1285.0,1.0
int_y|batter[677800],0.803,0.018,0.769,0.836,0.0,0.0,2715.0,1761.0,1.0
int_y|batter[677870],0.916,0.026,0.864,0.964,0.001,0.001,2049.0,1382.0,1.0
int_y|batter[677941],0.801,0.067,0.681,0.933,0.002,0.002,1918.0,1458.0,1.0
int_y|batter[677942],0.912,0.025,0.864,0.958,0.0,0.001,2593.0,1441.0,1.0
int_y|batter[677950],0.687,0.038,0.609,0.751,0.001,0.001,1620.0,1403.0,1.0
int_y|batter[677951],0.77,0.017,0.737,0.802,0.0,0.0,2621.0,1785.0,1.0
int_y|batter[677956],0.952,0.045,0.863,1.033,0.001,0.001,1799.0,1308.0,1.01
int_y|batter[678009],0.92,0.025,0.877,0.969,0.001,0.001,1619.0,1405.0,1.0
int_y|batter[678225],0.713,0.04,0.64,0.792,0.001,0.001,2184.0,1523.0,1.01
int_y|batter[678246],0.789,0.03,0.735,0.847,0.001,0.001,1402.0,1251.0,1.01
int_y|batter[678489],0.572,0.086,0.425,0.745,0.002,0.002,2006.0,1385.0,1.0
int_y|batter[678554],0.79,0.035,0.729,0.861,0.001,0.001,2204.0,1571.0,1.0
int_y|batter[678662],0.845,0.013,0.819,0.869,0.0,0.0,3015.0,1619.0,1.0
int_y|batter[678877],0.71,0.022,0.67,0.751,0.0,0.0,1973.0,1359.0,1.0
int_y|batter[678882],0.71,0.014,0.684,0.735,0.0,0.0,2058.0,1567.0,1.0
int_y|batter[678894],0.602,0.068,0.48,0.731,0.001,0.002,2096.0,1434.0,1.0
int_y|batter[679032],0.411,0.021,0.373,0.452,0.0,0.0,2030.0,1428.0,1.0
int_y|batter[679529],0.831,0.02,0.794,0.866,0.0,0.0,2060.0,1364.0,1.0
int_y|batter[679822],0.757,0.059,0.638,0.864,0.002,0.001,1555.0,1067.0,1.0
int_y|batter[679845],0.812,0.035,0.745,0.878,0.001,0.001,1918.0,1554.0,1.0
int_y|batter[679881],0.916,0.088,0.753,1.072,0.002,0.002,2470.0,1645.0,1.0
int_y|batter[680118],0.764,0.036,0.696,0.83,0.001,0.001,2131.0,1235.0,1.0
int_y|batter[680474],0.819,0.022,0.776,0.857,0.0,0.0,2378.0,1274.0,1.0
int_y|batter[680577],0.963,0.133,0.701,1.199,0.003,0.003,1572.0,1322.0,1.0
int_y|batter[680700],0.734,0.022,0.689,0.773,0.0,0.001,2208.0,1234.0,1.0
int_y|batter[680716],0.671,0.051,0.574,0.768,0.001,0.001,2651.0,1426.0,1.0
int_y|batter[680718],0.882,0.024,0.838,0.928,0.001,0.001,2284.0,1651.0,1.0
int_y|batter[680728],1.039,0.041,0.963,1.116,0.001,0.001,1845.0,1368.0,1.01
int_y|batter[680737],0.52,0.106,0.33,0.731,0.002,0.003,2068.0,1349.0,1.0
int_y|batter[680757],1.193,0.022,1.153,1.234,0.0,0.0,2369.0,1475.0,1.0
int_y|batter[680769],0.902,0.096,0.73,1.082,0.002,0.003,2085.0,1047.0,1.0
int_y|batter[680776],0.769,0.015,0.741,0.798,0.0,0.0,2779.0,1570.0,1.0
int_y|batter[680777],0.777,0.017,0.745,0.81,0.0,0.0,2730.0,1495.0,1.0
int_y|batter[680779],0.579,0.032,0.516,0.637,0.001,0.001,2327.0,1140.0,1.0
int_y|batter[680869],0.683,0.017,0.653,0.716,0.0,0.0,2219.0,1487.0,1.0
int_y|batter[680911],0.67,0.065,0.544,0.79,0.002,0.001,1851.0,1249.0,1.0
int_y|batter[680977],0.835,0.017,0.802,0.865,0.0,0.0,2734.0,1602.0,1.0
int_y|batter[681082],0.8,0.02,0.763,0.835,0.0,0.0,2193.0,1286.0,1.0
int_y|batter[681146],0.706,0.027,0.66,0.759,0.001,0.001,1481.0,1469.0,1.0
int_y|batter[681297],1.044,0.017,1.009,1.075,0.0,0.0,2525.0,1581.0,1.0
int_y|batter[681351],0.672,0.015,0.645,0.699,0.0,0.0,2472.0,1682.0,1.0
int_y|batter[681393],0.999,0.024,0.954,1.046,0.001,0.001,2074.0,1260.0,1.0
int_y|batter[681460],0.71,0.035,0.646,0.778,0.001,0.001,1738.0,1337.0,1.01
int_y|batter[681481],0.752,0.021,0.714,0.793,0.0,0.001,2255.0,1246.0,1.0
int_y|batter[681508],0.924,0.102,0.735,1.114,0.002,0.003,2678.0,1194.0,1.01
int_y|batter[681546],0.887,0.032,0.825,0.943,0.001,0.001,2650.0,1581.0,1.0
int_y|batter[681584],0.987,0.059,0.88,1.102,0.001,0.002,2537.0,1434.0,1.01
int_y|batter[681624],0.972,0.019,0.939,1.009,0.0,0.0,1628.0,1009.0,1.0
int_y|batter[681807],0.65,0.019,0.617,0.687,0.0,0.0,2132.0,1457.0,1.01
int_y|batter[681962],0.955,0.105,0.768,1.162,0.002,0.003,1922.0,1289.0,1.0
int_y|batter[682073],0.719,0.051,0.623,0.812,0.001,0.001,1991.0,1320.0,1.0
int_y|batter[682119],0.727,0.117,0.514,0.937,0.002,0.003,2256.0,1291.0,1.0
int_y|batter[682177],0.915,0.025,0.864,0.957,0.001,0.001,1933.0,1237.0,1.0
int_y|batter[682617],0.919,0.047,0.837,1.014,0.001,0.001,1927.0,1262.0,1.0
int_y|batter[682619],0.795,0.15,0.493,1.048,0.003,0.004,2375.0,1354.0,1.0
int_y|batter[682622],0.743,0.023,0.699,0.788,0.0,0.001,2352.0,1445.0,1.0
int_y|batter[682626],0.651,0.02,0.616,0.69,0.0,0.0,2420.0,1444.0,1.0
int_y|batter[682634],0.67,0.107,0.473,0.878,0.002,0.002,1911.0,1239.0,1.0
int_y|batter[682641],0.645,0.038,0.572,0.712,0.001,0.001,1780.0,1386.0,1.0
int_y|batter[682657],0.786,0.028,0.734,0.837,0.001,0.001,1922.0,1431.0,1.0
int_y|batter[682668],0.626,0.074,0.484,0.759,0.002,0.002,1476.0,1355.0,1.01
int_y|batter[682729],1.029,0.05,0.943,1.13,0.001,0.001,1524.0,1262.0,1.01
int_y|batter[682829],0.794,0.017,0.762,0.825,0.0,0.0,2069.0,1150.0,1.0
int_y|batter[682868],0.622,0.037,0.557,0.692,0.001,0.001,1911.0,1093.0,1.0
int_y|batter[682928],0.713,0.015,0.682,0.743,0.0,0.0,2346.0,1692.0,1.0
int_y|batter[682985],1.144,0.017,1.113,1.177,0.0,0.0,2720.0,1569.0,1.0
int_y|batter[682988],1.036,0.054,0.932,1.134,0.001,0.001,2280.0,1518.0,1.0
int_y|batter[682998],0.557,0.018,0.519,0.587,0.0,0.0,1976.0,1655.0,1.0
int_y|batter[683002],0.773,0.015,0.746,0.8,0.0,0.0,2522.0,1529.0,1.0
int_y|batter[683011],0.681,0.016,0.652,0.71,0.0,0.0,2715.0,1640.0,1.0
int_y|batter[683021],0.948,0.045,0.867,1.036,0.001,0.001,1747.0,1197.0,1.0
int_y|batter[683083],0.648,0.045,0.561,0.73,0.001,0.001,2250.0,1238.0,1.0
int_y|batter[683146],0.926,0.027,0.876,0.973,0.001,0.001,2576.0,1150.0,1.0
int_y|batter[683734],0.709,0.016,0.68,0.74,0.0,0.0,1973.0,1673.0,1.0
int_y|batter[683737],0.984,0.016,0.956,1.015,0.0,0.0,2285.0,1519.0,1.0
int_y|batter[686217],1.047,0.02,1.009,1.085,0.0,0.0,2435.0,1245.0,1.0
int_y|batter[686452],0.907,0.047,0.822,0.994,0.001,0.001,2404.0,1507.0,1.0
int_y|batter[686469],0.763,0.018,0.729,0.798,0.0,0.001,2391.0,1063.0,1.0
int_y|batter[686482],0.669,0.068,0.547,0.793,0.002,0.002,1813.0,1363.0,1.0
int_y|batter[686527],0.794,0.025,0.748,0.841,0.001,0.001,1830.0,1323.0,1.0
int_y|batter[686554],0.779,0.044,0.698,0.861,0.001,0.001,1916.0,1579.0,1.0
int_y|batter[686555],0.847,0.079,0.703,0.995,0.002,0.002,2144.0,1326.0,1.0
int_y|batter[686611],0.724,0.033,0.664,0.786,0.001,0.001,2316.0,1311.0,1.0
int_y|batter[686668],0.681,0.017,0.651,0.717,0.0,0.0,2203.0,1485.0,1.0
int_y|batter[686676],0.707,0.016,0.679,0.738,0.0,0.0,2764.0,1635.0,1.0
int_y|batter[686681],0.805,0.021,0.767,0.848,0.0,0.0,1906.0,1371.0,1.0
int_y|batter[686765],0.984,0.037,0.919,1.06,0.001,0.001,1689.0,1334.0,1.0
int_y|batter[686780],0.883,0.023,0.841,0.927,0.001,0.0,2032.0,1541.0,1.0
int_y|batter[686797],0.71,0.03,0.66,0.771,0.001,0.001,2181.0,1633.0,1.0
int_y|batter[686823],0.878,0.023,0.833,0.92,0.0,0.001,2209.0,1524.0,1.0
int_y|batter[686894],0.61,0.072,0.47,0.734,0.002,0.002,1343.0,1312.0,1.0
int_y|batter[687066],0.747,0.165,0.444,1.04,0.003,0.003,2250.0,1572.0,1.0
int_y|batter[687093],0.91,0.037,0.839,0.976,0.001,0.001,1773.0,1503.0,1.0
int_y|batter[687231],0.659,0.034,0.593,0.721,0.001,0.001,1765.0,1318.0,1.01
int_y|batter[687263],0.744,0.018,0.71,0.776,0.0,0.0,2079.0,1276.0,1.0
int_y|batter[687363],0.878,0.035,0.815,0.946,0.001,0.001,2470.0,1207.0,1.0
int_y|batter[687401],0.754,0.017,0.722,0.786,0.0,0.0,2434.0,1606.0,1.0
int_y|batter[687462],0.989,0.022,0.948,1.028,0.0,0.0,2190.0,1569.0,1.0
int_y|batter[687529],0.807,0.025,0.758,0.852,0.001,0.001,2328.0,1621.0,1.0
int_y|batter[687597],0.815,0.027,0.761,0.861,0.001,0.001,2183.0,1413.0,1.0
int_y|batter[687799],0.95,0.098,0.771,1.141,0.003,0.003,1499.0,1057.0,1.0
int_y|batter[687952],0.886,0.041,0.808,0.959,0.001,0.001,2072.0,1319.0,1.0
int_y|batter[687957],1.028,0.135,0.786,1.269,0.003,0.003,2614.0,1515.0,1.0
int_y|batter[688363],0.773,0.062,0.651,0.886,0.001,0.002,1884.0,1196.0,1.01
int_y|batter[689172],0.949,0.022,0.909,0.992,0.0,0.0,2360.0,1478.0,1.0
int_y|batter[690291],0.881,0.039,0.811,0.953,0.001,0.001,2163.0,1140.0,1.0
int_y|batter[690993],1.006,0.019,0.968,1.04,0.0,0.0,2504.0,1295.0,1.0
int_y|batter[691011],0.903,0.048,0.809,0.989,0.001,0.001,1842.0,1351.0,1.0
int_y|batter[691016],0.814,0.028,0.759,0.863,0.001,0.001,2132.0,1403.0,1.0
int_y|batter[691023],0.832,0.028,0.78,0.884,0.001,0.001,1787.0,1374.0,1.0
int_y|batter[691026],0.756,0.015,0.728,0.785,0.0,0.0,2313.0,1625.0,1.0
int_y|batter[691176],0.817,0.048,0.727,0.904,0.001,0.001,1732.0,1458.0,1.0
int_y|batter[691182],0.758,0.063,0.642,0.874,0.002,0.001,1524.0,1322.0,1.0
int_y|batter[691406],0.527,0.028,0.473,0.58,0.001,0.001,2194.0,1321.0,1.0
int_y|batter[691594],0.404,0.056,0.299,0.508,0.001,0.001,2292.0,1446.0,1.0
int_y|batter[691718],0.815,0.018,0.782,0.849,0.0,0.0,2018.0,1310.0,1.0
int_y|batter[691723],0.991,0.043,0.909,1.069,0.001,0.001,2233.0,1476.0,1.01
int_y|batter[693049],0.904,0.054,0.799,0.996,0.001,0.001,2529.0,1747.0,1.0
int_y|batter[693304],0.747,0.02,0.708,0.783,0.0,0.0,1719.0,1323.0,1.0
int_y|batter[693307],0.984,0.037,0.916,1.056,0.001,0.001,2815.0,1445.0,1.0
int_y|batter[694175],0.697,0.07,0.559,0.824,0.001,0.002,2231.0,1574.0,1.0
int_y|batter[694192],0.596,0.016,0.566,0.627,0.0,0.0,2700.0,1537.0,1.0
int_y|batter[694355],0.895,0.149,0.606,1.172,0.003,0.004,2035.0,1237.0,1.01
int_y|batter[694359],0.855,0.039,0.782,0.927,0.001,0.001,1802.0,1260.0,1.01
int_y|batter[694362],1.09,0.059,0.985,1.2,0.001,0.001,2009.0,1087.0,1.0
int_y|batter[694376],0.71,0.058,0.598,0.818,0.001,0.002,2121.0,1370.0,1.01
int_y|batter[694377],0.819,0.055,0.713,0.915,0.001,0.001,2424.0,1448.0,1.0
int_y|batter[694384],1.087,0.02,1.047,1.122,0.0,0.0,2885.0,1621.0,1.0
int_y|batter[694388],1.01,0.024,0.965,1.056,0.0,0.001,2513.0,1415.0,1.01
int_y|batter[694497],0.885,0.042,0.816,0.971,0.001,0.001,1413.0,1120.0,1.0
int_y|batter[694671],0.806,0.018,0.773,0.839,0.0,0.0,2078.0,1531.0,1.0
int_y|batter[695238],1.003,0.04,0.926,1.078,0.001,0.001,2228.0,1622.0,1.0
int_y|batter[695257],0.62,0.049,0.521,0.707,0.001,0.001,2023.0,1522.0,1.0
int_y|batter[695336],0.979,0.045,0.895,1.059,0.001,0.001,2343.0,1400.0,1.0
int_y|batter[695391],0.656,0.033,0.597,0.719,0.001,0.001,2264.0,1255.0,1.0
int_y|batter[695578],1.09,0.021,1.053,1.13,0.0,0.0,2460.0,1426.0,1.0
int_y|batter[696100],0.472,0.023,0.431,0.513,0.001,0.001,1962.0,1290.0,1.0
int_y|batter[696285],0.826,0.021,0.786,0.867,0.0,0.001,2491.0,1518.0,1.0
int_y|batter[700242],0.69,0.032,0.632,0.748,0.001,0.001,2442.0,1422.0,1.0
int_y|batter[700250],0.791,0.031,0.736,0.854,0.001,0.001,2521.0,1341.0,1.0
int_y|batter[700932],0.822,0.028,0.772,0.874,0.001,0.001,1930.0,1267.0,1.0
int_y|batter[701305],1.041,0.037,0.977,1.114,0.001,0.001,2662.0,1441.0,1.0
int_y|batter[701538],0.904,0.016,0.873,0.932,0.0,0.0,2911.0,1532.0,1.0
int_y|batter[702358],0.896,0.026,0.845,0.942,0.0,0.001,2790.0,1365.0,1.0
int_y|batter[702616],0.805,0.027,0.756,0.856,0.001,0.001,2154.0,1593.0,1.0
int_y|batter[805373],0.832,0.058,0.731,0.947,0.001,0.001,3196.0,1527.0,1.0
int_y|batter[805779],0.973,0.045,0.891,1.056,0.001,0.001,1872.0,1437.0,1.0
int_y|batter[807799],0.908,0.022,0.867,0.949,0.0,0.001,2168.0,1358.0,1.0
int_y|batter[808982],1.001,0.04,0.93,1.077,0.001,0.001,2472.0,1451.0,1.0
int_y|batter:count_type[444482:batter_ahead],0.003,0.009,-0.015,0.019,0.0,0.0,2751.0,1547.0,1.0
int_y|batter:count_type[444482:full],0.001,0.009,-0.015,0.019,0.0,0.0,2843.0,1515.0,1.0
int_y|batter:count_type[444482:other],0.004,0.009,-0.013,0.021,0.0,0.0,2835.0,1497.0,1.0
int_y|batter:count_type[444482:two_strikes],-0.007,0.009,-0.023,0.011,0.0,0.0,2936.0,1397.0,1.0
int_y|batter:count_type[453568:batter_ahead],0.005,0.009,-0.012,0.023,0.0,0.0,3407.0,1466.0,1.0
int_y|batter:count_type[453568:full],0.002,0.009,-0.015,0.018,0.0,0.0,3447.0,1521.0,1.0
int_y|batter:count_type[453568:other],-0.003,0.008,-0.019,0.013,0.0,0.0,2707.0,1286.0,1.0
int_y|batter:count_type[453568:two_strikes],-0.005,0.009,-0.022,0.011,0.0,0.0,2480.0,1477.0,1.0
int_y|batter:count_type[455117:batter_ahead],0.004,0.009,-0.014,0.022,0.0,0.0,2872.0,1398.0,1.0
int_y|batter:count_type[455117:full],-0.003,0.009,-0.02,0.014,0.0,0.0,3125.0,1522.0,1.0
int_y|batter:count_type[455117:other],-0.001,0.009,-0.017,0.016,0.0,0.0,3179.0,1714.0,1.0
int_y|batter:count_type[455117:two_strikes],-0.0,0.009,-0.018,0.015,0.0,0.0,2672.0,1324.0,1.0
int_y|batter:count_type[456781:batter_ahead],0.0,0.009,-0.015,0.017,0.0,0.0,2544.0,1631.0,1.0
int_y|batter:count_type[456781:full],-0.002,0.009,-0.021,0.014,0.0,0.0,2722.0,1418.0,1.0
int_y|batter:count_type[456781:other],0.003,0.009,-0.012,0.02,0.0,0.0,2596.0,1647.0,1.0
int_y|batter:count_type[456781:two_strikes],-0.002,0.009,-0.02,0.016,0.0,0.0,3192.0,1332.0,1.0
int_y|batter:count_type[457705:batter_ahead],0.006,0.009,-0.01,0.023,0.0,0.0,2394.0,1401.0,1.0
int_y|batter:count_type[457705:full],-0.001,0.009,-0.017,0.017,0.0,0.0,2878.0,1616.0,1.0
int_y|batter:count_type[457705:other],-0.0,0.009,-0.018,0.016,0.0,0.0,3045.0,1424.0,1.01
int_y|batter:count_type[457705:two_strikes],-0.004,0.009,-0.021,0.012,0.0,0.0,3015.0,1416.0,1.0
int_y|batter:count_type[457759:batter_ahead],0.003,0.008,-0.014,0.017,0.0,0.0,2451.0,1309.0,1.0
int_y|batter:count_type[457759:full],-0.004,0.009,-0.022,0.011,0.0,0.0,3048.0,1603.0,1.0
int_y|batter:count_type[457759:other],0.006,0.008,-0.009,0.023,0.0,0.0,2618.0,1462.0,1.0
int_y|batter:count_type[457759:two_strikes],-0.004,0.008,-0.02,0.011,0.0,0.0,2676.0,1686.0,1.0
int_y|batter:count_type[467793:batter_ahead],0.008,0.008,-0.007,0.024,0.0,0.0,2831.0,1632.0,1.0
int_y|batter:count_type[467793:full],-0.007,0.009,-0.024,0.009,0.0,0.0,2645.0,1624.0,1.0
int_y|batter:count_type[467793:other],0.004,0.008,-0.01,0.019,0.0,0.0,2906.0,1497.0,1.0
int_y|batter:count_type[467793:two_strikes],-0.005,0.009,-0.021,0.012,0.0,0.0,2367.0,1508.0,1.0
int_y|batter:count_type[493329:batter_ahead],0.001,0.009,-0.015,0.019,0.0,0.0,2442.0,1558.0,1.0
int_y|batter:count_type[493329:full],-0.003,0.009,-0.021,0.014,0.0,0.0,2270.0,1345.0,1.01
int_y|batter:count_type[493329:other],0.004,0.009,-0.012,0.023,0.0,0.0,2646.0,1313.0,1.0
int_y|batter:count_type[493329:two_strikes],-0.003,0.01,-0.022,0.015,0.0,0.0,2765.0,1221.0,1.0
int_y|batter:count_type[500743:batter_ahead],0.006,0.009,-0.009,0.023,0.0,0.0,2546.0,1591.0,1.0
int_y|batter:count_type[500743:full],-0.004,0.009,-0.022,0.013,0.0,0.0,2199.0,1288.0,1.0
int_y|batter:count_type[500743:other],0.002,0.008,-0.013,0.017,0.0,0.0,2549.0,1346.0,1.0
int_y|batter:count_type[500743:two_strikes],-0.004,0.009,-0.02,0.013,0.0,0.0,2527.0,1509.0,1.0
int_y|batter:count_type[501303:batter_ahead],0.001,0.009,-0.016,0.018,0.0,0.0,2892.0,1263.0,1.0
int_y|batter:count_type[501303:full],-0.0,0.01,-0.017,0.019,0.0,0.0,2376.0,1295.0,1.0
int_y|batter:count_type[501303:other],-0.001,0.01,-0.021,0.017,0.0,0.0,3198.0,1364.0,1.0
int_y|batter:count_type[501303:two_strikes],0.001,0.01,-0.016,0.022,0.0,0.0,2533.0,1111.0,1.01
int_y|batter:count_type[502054:batter_ahead],0.004,0.009,-0.012,0.021,0.0,0.0,2999.0,1148.0,1.0
int_y|batter:count_type[502054:full],-0.001,0.009,-0.019,0.015,0.0,0.0,2834.0,1564.0,1.0
int_y|batter:count_type[502054:other],0.004,0.008,-0.014,0.018,0.0,0.0,2945.0,1674.0,1.0
int_y|batter:count_type[502054:two_strikes],-0.006,0.009,-0.023,0.01,0.0,0.0,2840.0,1552.0,1.0
int_y|batter:count_type[502110:batter_ahead],-0.003,0.009,-0.019,0.013,0.0,0.0,3013.0,1652.0,1.0
int_y|batter:count_type[502110:full],0.004,0.009,-0.014,0.021,0.0,0.0,2382.0,1349.0,1.0
int_y|batter:count_type[502110:other],-0.004,0.008,-0.019,0.012,0.0,0.0,2390.0,1239.0,1.0
int_y|batter:count_type[502110:two_strikes],0.003,0.009,-0.014,0.018,0.0,0.0,2408.0,1639.0,1.0
int_y|batter:count_type[502671:batter_ahead],0.0,0.009,-0.016,0.017,0.0,0.0,3182.0,1695.0,1.0
int_y|batter:count_type[502671:full],-0.001,0.009,-0.017,0.017,0.0,0.0,2593.0,1325.0,1.01
int_y|batter:count_type[502671:other],-0.002,0.009,-0.019,0.014,0.0,0.0,2758.0,1518.0,1.0
int_y|batter:count_type[502671:two_strikes],0.002,0.009,-0.014,0.019,0.0,0.0,2461.0,1508.0,1.0
int_y|batter:count_type[514888:batter_ahead],0.007,0.009,-0.008,0.025,0.0,0.0,2551.0,1474.0,1.0
int_y|batter:count_type[514888:full],-0.003,0.009,-0.019,0.014,0.0,0.0,2796.0,1398.0,1.0
int_y|batter:count_type[514888:other],0.007,0.009,-0.008,0.025,0.0,0.0,2578.0,1653.0,1.0
int_y|batter:count_type[514888:two_strikes],-0.012,0.009,-0.027,0.007,0.0,0.0,2370.0,1542.0,1.0
int_y|batter:count_type[516782:batter_ahead],0.002,0.009,-0.015,0.019,0.0,0.0,2874.0,1504.0,1.0
int_y|batter:count_type[516782:full],-0.001,0.009,-0.017,0.018,0.0,0.0,2587.0,1362.0,1.01
int_y|batter:count_type[516782:other],-0.002,0.009,-0.018,0.014,0.0,0.0,2923.0,1478.0,1.0
int_y|batter:count_type[516782:two_strikes],0.002,0.008,-0.015,0.017,0.0,0.0,2474.0,1425.0,1.0
int_y|batter:count_type[518595:batter_ahead],0.006,0.009,-0.01,0.024,0.0,0.0,2501.0,1368.0,1.0
int_y|batter:count_type[518595:full],-0.002,0.009,-0.019,0.016,0.0,0.0,2972.0,1304.0,1.0
int_y|batter:count_type[518595:other],0.001,0.009,-0.015,0.018,0.0,0.0,3152.0,1532.0,1.0
int_y|batter:count_type[518595:two_strikes],-0.006,0.009,-0.023,0.01,0.0,0.0,2845.0,1450.0,1.0
int_y|batter:count_type[518692:batter_ahead],-0.006,0.009,-0.023,0.01,0.0,0.0,2370.0,1271.0,1.0
int_y|batter:count_type[518692:full],0.005,0.009,-0.013,0.022,0.0,0.0,3238.0,1278.0,1.0
int_y|batter:count_type[518692:other],0.001,0.009,-0.015,0.018,0.0,0.0,2640.0,1393.0,1.0
int_y|batter:count_type[518692:two_strikes],-0.001,0.009,-0.018,0.014,0.0,0.0,2329.0,1127.0,1.0
int_y|batter:count_type[518735:batter_ahead],0.006,0.009,-0.011,0.022,0.0,0.0,2619.0,1484.0,1.0
int_y|batter:count_type[518735:full],-0.004,0.009,-0.02,0.014,0.0,0.0,2609.0,1397.0,1.0
int_y|batter:count_type[518735:other],0.002,0.009,-0.014,0.018,0.0,0.0,2674.0,1150.0,1.0
int_y|batter:count_type[518735:two_strikes],-0.005,0.009,-0.02,0.014,0.0,0.0,2754.0,1396.0,1.0
