index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
1|batter:count_type[666135:batter_ahead],0.22,0.365,-0.449,0.89,0.007,0.007,2733.0,1680.0,1.0
1|batter:count_type[666135:full],-0.218,0.395,-0.936,0.537,0.007,0.01,3085.0,1334.0,1.01
1|batter:count_type[666135:other],0.078,0.37,-0.596,0.796,0.007,0.009,3061.0,1612.0,1.0
1|batter:count_type[666135:two_strikes],-0.036,0.376,-0.752,0.639,0.007,0.009,2900.0,1397.0,1.0
1|batter:count_type[666139:batter_ahead],0.22,0.35,-0.395,0.918,0.007,0.008,2289.0,1231.0,1.0
1|batter:count_type[666139:full],-0.112,0.377,-0.807,0.597,0.007,0.008,2999.0,1642.0,1.0
1|batter:count_type[666139:other],0.342,0.336,-0.298,0.952,0.007,0.007,2160.0,1430.0,1.0
1|batter:count_type[666139:two_strikes],-0.492,0.343,-1.155,0.125,0.008,0.007,2050.0,1254.0,1.0
1|batter:count_type[666149:batter_ahead],0.036,0.362,-0.612,0.729,0.007,0.007,2579.0,1757.0,1.0
1|batter:count_type[666149:full],-0.127,0.372,-0.86,0.557,0.007,0.009,2799.0,1460.0,1.0
1|batter:count_type[666149:other],-0.102,0.337,-0.765,0.495,0.006,0.007,2698.0,1659.0,1.0
1|batter:count_type[666149:two_strikes],0.214,0.359,-0.488,0.859,0.007,0.009,2914.0,1516.0,1.0
1|batter:count_type[666150:batter_ahead],-0.077,0.372,-0.807,0.61,0.007,0.01,2607.0,1357.0,1.0
1|batter:count_type[666150:full],-0.005,0.397,-0.729,0.754,0.007,0.011,3054.0,1315.0,1.0
1|batter:count_type[666150:other],0.021,0.352,-0.629,0.694,0.006,0.009,3106.0,1495.0,1.0
1|batter:count_type[666150:two_strikes],0.053,0.362,-0.642,0.712,0.007,0.008,2712.0,1464.0,1.0
1|batter:count_type[666152:batter_ahead],-0.044,0.363,-0.673,0.667,0.007,0.009,2762.0,1509.0,1.0
1|batter:count_type[666152:full],-0.026,0.384,-0.822,0.635,0.007,0.009,2992.0,1398.0,1.0
1|batter:count_type[666152:other],-0.011,0.369,-0.715,0.651,0.007,0.01,3172.0,1482.0,1.0
1|batter:count_type[666152:two_strikes],0.044,0.37,-0.613,0.757,0.007,0.008,2891.0,1727.0,1.0
1|batter:count_type[666158:batter_ahead],0.457,0.349,-0.219,1.11,0.007,0.008,2295.0,1286.0,1.0
1|batter:count_type[666158:full],-0.29,0.374,-0.972,0.44,0.008,0.008,2391.0,1844.0,1.0
1|batter:count_type[666158:other],0.191,0.331,-0.385,0.814,0.007,0.007,2596.0,1558.0,1.0
1|batter:count_type[666158:two_strikes],-0.401,0.366,-1.096,0.29,0.007,0.008,2548.0,1338.0,1.0
1|batter:count_type[666160:batter_ahead],0.037,0.351,-0.565,0.75,0.006,0.008,3143.0,1239.0,1.0
1|batter:count_type[666160:full],-0.185,0.379,-0.887,0.516,0.008,0.009,2330.0,1644.0,1.0
1|batter:count_type[666160:other],0.022,0.321,-0.614,0.583,0.007,0.006,2286.0,1697.0,1.0
1|batter:count_type[666160:two_strikes],0.152,0.342,-0.489,0.801,0.007,0.008,2758.0,1488.0,1.0
1|batter:count_type[666163:batter_ahead],0.174,0.367,-0.495,0.864,0.007,0.007,2586.0,1702.0,1.0
1|batter:count_type[666163:full],0.201,0.386,-0.523,0.907,0.007,0.008,2757.0,1520.0,1.0
1|batter:count_type[666163:other],-0.322,0.365,-0.997,0.351,0.007,0.009,2646.0,1418.0,1.0
1|batter:count_type[666163:two_strikes],0.01,0.359,-0.659,0.654,0.008,0.01,2217.0,1496.0,1.0
1|batter:count_type[666165:batter_ahead],-0.06,0.408,-0.867,0.685,0.008,0.011,2881.0,1271.0,1.0
1|batter:count_type[666165:full],-0.056,0.424,-0.816,0.756,0.008,0.014,2933.0,1004.0,1.0
1|batter:count_type[666165:other],0.134,0.412,-0.613,0.91,0.008,0.012,2839.0,1620.0,1.0
1|batter:count_type[666165:two_strikes],-0.029,0.41,-0.8,0.727,0.008,0.009,2551.0,1597.0,1.0
1|batter:count_type[666176:batter_ahead],-0.095,0.34,-0.729,0.536,0.006,0.007,2887.0,1708.0,1.0
1|batter:count_type[666176:full],-0.201,0.361,-0.856,0.471,0.007,0.007,3013.0,1656.0,1.0
1|batter:count_type[666176:other],0.261,0.321,-0.359,0.811,0.006,0.007,2465.0,1779.0,1.0
1|batter:count_type[666176:two_strikes],0.021,0.338,-0.603,0.639,0.006,0.008,2809.0,1448.0,1.0
1|batter:count_type[666181:batter_ahead],0.153,0.339,-0.532,0.763,0.007,0.007,2534.0,1307.0,1.0
1|batter:count_type[666181:full],0.164,0.353,-0.471,0.873,0.007,0.008,2926.0,1696.0,1.0
1|batter:count_type[666181:other],-0.074,0.326,-0.646,0.58,0.006,0.008,2906.0,1353.0,1.0
1|batter:count_type[666181:two_strikes],-0.174,0.346,-0.782,0.485,0.006,0.008,2827.0,1421.0,1.01
1|batter:count_type[666182:batter_ahead],-0.07,0.351,-0.69,0.648,0.006,0.008,2971.0,1742.0,1.0
1|batter:count_type[666182:full],0.042,0.382,-0.677,0.745,0.007,0.008,2883.0,1768.0,1.0
1|batter:count_type[666182:other],0.009,0.33,-0.677,0.551,0.007,0.008,2362.0,1344.0,1.0
1|batter:count_type[666182:two_strikes],-0.033,0.334,-0.664,0.584,0.006,0.006,2780.0,1875.0,1.0
1|batter:count_type[666185:batter_ahead],0.27,0.37,-0.389,0.97,0.007,0.008,2854.0,1691.0,1.0
1|batter:count_type[666185:full],0.075,0.376,-0.607,0.787,0.008,0.01,2049.0,1392.0,1.0
1|batter:count_type[666185:other],-0.066,0.343,-0.72,0.566,0.007,0.008,2312.0,1488.0,1.0
1|batter:count_type[666185:two_strikes],-0.246,0.363,-0.91,0.414,0.007,0.009,2543.0,1293.0,1.0
1|batter:count_type[666197:batter_ahead],-0.039,0.406,-0.854,0.665,0.007,0.011,3511.0,1158.0,1.0
1|batter:count_type[666197:full],-0.005,0.416,-0.806,0.757,0.008,0.012,2507.0,923.0,1.0
1|batter:count_type[666197:other],0.027,0.415,-0.805,0.751,0.008,0.011,2962.0,1327.0,1.0
1|batter:count_type[666197:two_strikes],0.044,0.392,-0.709,0.775,0.007,0.01,3228.0,1372.0,1.0
1|batter:count_type[666211:batter_ahead],-0.019,0.401,-0.784,0.725,0.008,0.011,2787.0,1305.0,1.0
1|batter:count_type[666211:full],-0.008,0.423,-0.763,0.794,0.007,0.012,3613.0,1340.0,1.0
1|batter:count_type[666211:other],0.019,0.392,-0.738,0.73,0.007,0.009,3015.0,1568.0,1.0
1|batter:count_type[666211:two_strikes],-0.0,0.407,-0.756,0.813,0.008,0.011,2834.0,1246.0,1.0
1|batter:count_type[666310:batter_ahead],0.175,0.352,-0.45,0.843,0.007,0.007,2878.0,1739.0,1.0
1|batter:count_type[666310:full],-0.152,0.377,-0.836,0.598,0.008,0.01,2455.0,1240.0,1.0
1|batter:count_type[666310:other],0.01,0.344,-0.654,0.631,0.007,0.007,2588.0,1688.0,1.0
1|batter:count_type[666310:two_strikes],-0.044,0.334,-0.676,0.565,0.006,0.008,2934.0,1642.0,1.0
1|batter:count_type[666397:batter_ahead],-0.12,0.371,-0.789,0.602,0.007,0.009,2836.0,1587.0,1.0
1|batter:count_type[666397:full],0.019,0.382,-0.704,0.722,0.007,0.009,2763.0,1625.0,1.01
1|batter:count_type[666397:other],-0.206,0.34,-0.813,0.472,0.006,0.007,3052.0,1652.0,1.0
1|batter:count_type[666397:two_strikes],0.313,0.38,-0.474,0.994,0.008,0.009,2517.0,1265.0,1.0
1|batter:count_type[666464:batter_ahead],0.181,0.383,-0.506,0.957,0.007,0.009,3206.0,1498.0,1.01
1|batter:count_type[666464:full],-0.052,0.401,-0.794,0.729,0.008,0.01,2366.0,1540.0,1.0
1|batter:count_type[666464:other],-0.014,0.375,-0.704,0.683,0.007,0.008,2738.0,1364.0,1.0
1|batter:count_type[666464:two_strikes],-0.114,0.371,-0.764,0.617,0.007,0.008,2608.0,1485.0,1.0
1|batter:count_type[666624:batter_ahead],-0.003,0.336,-0.615,0.63,0.007,0.008,2556.0,1305.0,1.0
1|batter:count_type[666624:full],0.141,0.374,-0.521,0.858,0.007,0.007,2865.0,1571.0,1.0
1|batter:count_type[666624:other],-0.105,0.326,-0.69,0.519,0.007,0.007,2511.0,1624.0,1.0
1|batter:count_type[666624:two_strikes],0.045,0.343,-0.582,0.684,0.006,0.008,2988.0,1590.0,1.0
1|batter:count_type[666703:batter_ahead],0.073,0.405,-0.678,0.865,0.008,0.011,2873.0,1454.0,1.0
1|batter:count_type[666703:full],0.057,0.408,-0.721,0.804,0.008,0.01,2648.0,1214.0,1.0
1|batter:count_type[666703:other],0.019,0.399,-0.752,0.74,0.008,0.012,2652.0,873.0,1.01
1|batter:count_type[666703:two_strikes],-0.141,0.404,-0.943,0.577,0.007,0.011,3079.0,1357.0,1.01
1|batter:count_type[666915:batter_ahead],0.052,0.389,-0.659,0.802,0.007,0.01,2897.0,1319.0,1.0
1|batter:count_type[666915:full],0.036,0.399,-0.766,0.752,0.008,0.011,2617.0,1265.0,1.0
1|batter:count_type[666915:other],0.004,0.38,-0.697,0.752,0.007,0.01,2622.0,1158.0,1.0
1|batter:count_type[666915:two_strikes],-0.104,0.37,-0.784,0.574,0.007,0.008,2865.0,1377.0,1.01
1|batter:count_type[666969:batter_ahead],0.084,0.341,-0.586,0.705,0.007,0.008,2582.0,1540.0,1.0
1|batter:count_type[666969:full],-0.079,0.364,-0.74,0.598,0.007,0.008,2885.0,1846.0,1.0
1|batter:count_type[666969:other],0.235,0.323,-0.379,0.822,0.007,0.007,2294.0,1722.0,1.0
1|batter:count_type[666969:two_strikes],-0.193,0.329,-0.817,0.431,0.006,0.008,2628.0,1473.0,1.0
1|batter:count_type[666971:batter_ahead],-0.094,0.337,-0.758,0.49,0.007,0.007,2489.0,1559.0,1.0
1|batter:count_type[666971:full],-0.12,0.374,-0.871,0.531,0.007,0.009,3005.0,1566.0,1.0
1|batter:count_type[666971:other],0.154,0.33,-0.498,0.733,0.006,0.007,2716.0,1858.0,1.0
1|batter:count_type[666971:two_strikes],0.035,0.333,-0.559,0.689,0.006,0.007,2662.0,1805.0,1.0
1|batter:count_type[667428:batter_ahead],-0.002,0.445,-0.863,0.815,0.009,0.014,2677.0,1094.0,1.0
1|batter:count_type[667428:full],0.047,0.423,-0.773,0.794,0.008,0.012,2757.0,1103.0,1.0
1|batter:count_type[667428:other],-0.049,0.422,-0.816,0.752,0.008,0.01,2799.0,1429.0,1.0
1|batter:count_type[667428:two_strikes],0.043,0.381,-0.658,0.781,0.007,0.009,2868.0,1287.0,1.0
1|batter:count_type[667452:batter_ahead],0.092,0.387,-0.614,0.787,0.007,0.009,2792.0,1452.0,1.0
1|batter:count_type[667452:full],-0.034,0.39,-0.765,0.706,0.008,0.009,2434.0,1496.0,1.0
1|batter:count_type[667452:other],-0.067,0.374,-0.766,0.613,0.007,0.009,2550.0,1224.0,1.0
1|batter:count_type[667452:two_strikes],-0.019,0.363,-0.644,0.711,0.006,0.009,3182.0,1231.0,1.0
1|batter:count_type[667472:batter_ahead],0.184,0.393,-0.554,0.899,0.007,0.01,2841.0,1327.0,1.0
1|batter:count_type[667472:full],-0.059,0.399,-0.74,0.752,0.008,0.01,2503.0,1357.0,1.0
1|batter:count_type[667472:other],-0.296,0.385,-1.008,0.403,0.007,0.008,2778.0,1545.0,1.0
1|batter:count_type[667472:two_strikes],0.183,0.376,-0.574,0.852,0.008,0.009,2528.0,1270.0,1.0
1|batter:count_type[667670:batter_ahead],-0.283,0.343,-0.885,0.383,0.007,0.007,2590.0,1431.0,1.0
1|batter:count_type[667670:full],-0.033,0.367,-0.75,0.613,0.007,0.008,2928.0,1588.0,1.0
1|batter:count_type[667670:other],0.003,0.322,-0.579,0.614,0.007,0.008,2201.0,1469.0,1.0
1|batter:count_type[667670:two_strikes],0.268,0.349,-0.421,0.896,0.007,0.009,2526.0,1490.0,1.0
1|batter:count_type[668227:batter_ahead],0.005,0.351,-0.665,0.629,0.007,0.007,2534.0,1732.0,1.0
1|batter:count_type[668227:full],-0.249,0.352,-0.887,0.434,0.007,0.008,2590.0,1562.0,1.0
1|batter:count_type[668227:other],-0.077,0.332,-0.662,0.579,0.007,0.007,2449.0,1602.0,1.0
1|batter:count_type[668227:two_strikes],0.34,0.332,-0.264,0.978,0.007,0.007,2385.0,1424.0,1.0
1|batter:count_type[668670:batter_ahead],-0.029,0.349,-0.737,0.559,0.007,0.007,2495.0,1591.0,1.0
1|batter:count_type[668670:full],-0.063,0.379,-0.757,0.664,0.007,0.009,2639.0,1505.0,1.0
1|batter:count_type[668670:other],-0.085,0.341,-0.759,0.501,0.006,0.008,2761.0,1407.0,1.0
1|batter:count_type[668670:two_strikes],0.259,0.361,-0.357,0.984,0.007,0.009,2749.0,1306.0,1.0
1|batter:count_type[668709:batter_ahead],-0.224,0.345,-0.876,0.41,0.006,0.007,2886.0,1545.0,1.0
1|batter:count_type[668709:full],-0.052,0.362,-0.7,0.663,0.006,0.009,3179.0,1362.0,1.0
1|batter:count_type[668709:other],0.349,0.333,-0.23,1.013,0.007,0.007,2056.0,1524.0,1.0
1|batter:count_type[668709:two_strikes],-0.088,0.336,-0.717,0.538,0.007,0.008,2027.0,1188.0,1.0
1|batter:count_type[668715:batter_ahead],0.036,0.338,-0.584,0.651,0.007,0.008,2372.0,1465.0,1.0
1|batter:count_type[668715:full],0.072,0.373,-0.61,0.757,0.008,0.009,2420.0,1503.0,1.0
1|batter:count_type[668715:other],-0.155,0.346,-0.849,0.458,0.007,0.009,2529.0,1328.0,1.0
1|batter:count_type[668715:two_strikes],0.064,0.327,-0.52,0.672,0.007,0.006,2463.0,1618.0,1.0
1|batter:count_type[668723:batter_ahead],0.228,0.397,-0.541,0.934,0.007,0.009,2912.0,1481.0,1.0
1|batter:count_type[668723:full],0.044,0.398,-0.705,0.775,0.007,0.009,2851.0,1407.0,1.0
1|batter:count_type[668723:other],-0.062,0.4,-0.755,0.747,0.008,0.01,2450.0,1228.0,1.0
1|batter:count_type[668723:two_strikes],-0.263,0.391,-1.002,0.449,0.007,0.009,3400.0,1585.0,1.0
1|batter:count_type[668731:batter_ahead],-0.055,0.413,-0.808,0.715,0.007,0.011,3056.0,1323.0,1.0
1|batter:count_type[668731:full],0.065,0.385,-0.632,0.821,0.007,0.01,2745.0,1389.0,1.0
1|batter:count_type[668731:other],-0.095,0.381,-0.827,0.589,0.008,0.009,2428.0,1512.0,1.0
1|batter:count_type[668731:two_strikes],0.139,0.385,-0.612,0.833,0.007,0.009,2898.0,1507.0,1.0
1|batter:count_type[668752:batter_ahead],-0.043,0.431,-0.858,0.755,0.008,0.011,3064.0,1150.0,1.0
1|batter:count_type[668752:full],-0.001,0.418,-0.745,0.811,0.007,0.011,3459.0,1524.0,1.0
1|batter:count_type[668752:other],-0.071,0.41,-0.821,0.703,0.008,0.015,2537.0,1171.0,1.0
1|batter:count_type[668752:two_strikes],0.103,0.41,-0.711,0.847,0.007,0.013,3231.0,1152.0,1.01
1|batter:count_type[668800:batter_ahead],-0.071,0.401,-0.816,0.621,0.008,0.01,2804.0,1464.0,1.0
1|batter:count_type[668800:full],0.074,0.389,-0.584,0.866,0.007,0.01,2757.0,1175.0,1.01
1|batter:count_type[668800:other],0.039,0.375,-0.67,0.683,0.008,0.01,2441.0,1083.0,1.0
1|batter:count_type[668800:two_strikes],-0.038,0.379,-0.726,0.689,0.009,0.009,1973.0,1427.0,1.0
1|batter:count_type[668804:batter_ahead],0.437,0.345,-0.233,1.044,0.006,0.008,2857.0,1546.0,1.0
1|batter:count_type[668804:full],-0.132,0.355,-0.789,0.534,0.007,0.008,2627.0,1737.0,1.0
1|batter:count_type[668804:other],-0.15,0.316,-0.742,0.428,0.006,0.007,2711.0,1471.0,1.0
1|batter:count_type[668804:two_strikes],-0.161,0.337,-0.873,0.397,0.007,0.007,2480.0,1587.0,1.0
1|batter:count_type[668832:batter_ahead],0.014,0.372,-0.707,0.686,0.007,0.008,2871.0,1678.0,1.01
1|batter:count_type[668832:full],-0.17,0.372,-0.912,0.487,0.007,0.008,2935.0,1351.0,1.0
1|batter:count_type[668832:other],0.036,0.379,-0.668,0.769,0.007,0.01,3283.0,1449.0,1.0
1|batter:count_type[668832:two_strikes],0.119,0.382,-0.56,0.87,0.007,0.01,3166.0,1423.0,1.0
1|batter:count_type[668843:batter_ahead],0.012,0.415,-0.72,0.821,0.008,0.01,2866.0,1427.0,1.0
1|batter:count_type[668843:full],-0.019,0.433,-0.796,0.756,0.009,0.012,2552.0,1165.0,1.0
1|batter:count_type[668843:other],0.069,0.407,-0.718,0.788,0.008,0.012,2807.0,1209.0,1.0
1|batter:count_type[668843:two_strikes],-0.049,0.432,-0.974,0.697,0.008,0.013,3042.0,930.0,1.01
1|batter:count_type[668845:batter_ahead],0.007,0.375,-0.676,0.753,0.007,0.009,3025.0,1351.0,1.0
1|batter:count_type[668845:full],-0.127,0.409,-0.917,0.614,0.008,0.013,2712.0,1232.0,1.01
1|batter:count_type[668845:other],0.142,0.372,-0.548,0.826,0.007,0.01,2795.0,1163.0,1.0
1|batter:count_type[668845:two_strikes],-0.069,0.39,-0.789,0.671,0.007,0.01,2844.0,1497.0,1.0
1|batter:count_type[668853:batter_ahead],0.203,0.396,-0.498,0.955,0.007,0.01,2841.0,1426.0,1.0
1|batter:count_type[668853:full],-0.079,0.427,-0.828,0.745,0.008,0.013,2803.0,1300.0,1.0
1|batter:count_type[668853:other],0.023,0.388,-0.781,0.699,0.007,0.009,2904.0,1572.0,1.0
1|batter:count_type[668853:two_strikes],-0.151,0.403,-0.872,0.661,0.008,0.01,2771.0,1302.0,1.0
1|batter:count_type[668885:batter_ahead],-0.185,0.366,-0.896,0.47,0.007,0.009,2627.0,1423.0,1.0
1|batter:count_type[668885:full],-0.015,0.4,-0.782,0.724,0.008,0.012,2587.0,1213.0,1.0
1|batter:count_type[668885:other],0.109,0.355,-0.505,0.806,0.007,0.007,2521.0,1525.0,1.0
1|batter:count_type[668885:two_strikes],0.063,0.367,-0.554,0.803,0.007,0.007,2602.0,1466.0,1.0
1|batter:count_type[668901:batter_ahead],0.046,0.339,-0.513,0.732,0.006,0.007,2842.0,1773.0,1.0
1|batter:count_type[668901:full],0.045,0.375,-0.609,0.773,0.007,0.008,2937.0,1523.0,1.0
1|batter:count_type[668901:other],-0.089,0.334,-0.72,0.527,0.006,0.007,2807.0,1518.0,1.0
1|batter:count_type[668901:two_strikes],0.048,0.352,-0.601,0.723,0.006,0.008,3057.0,1711.0,1.0
1|batter:count_type[668904:batter_ahead],0.394,0.357,-0.277,1.055,0.007,0.008,2624.0,1561.0,1.0
1|batter:count_type[668904:full],-0.158,0.363,-0.802,0.544,0.007,0.008,2705.0,1530.0,1.0
1|batter:count_type[668904:other],0.103,0.333,-0.54,0.717,0.006,0.007,2640.0,1681.0,1.0
1|batter:count_type[668904:two_strikes],-0.316,0.34,-0.935,0.328,0.006,0.007,2792.0,1672.0,1.0
1|batter:count_type[668930:batter_ahead],0.116,0.344,-0.461,0.829,0.007,0.007,2794.0,1727.0,1.0
1|batter:count_type[668930:full],-0.163,0.386,-0.858,0.599,0.007,0.01,2648.0,1374.0,1.0
1|batter:count_type[668930:other],0.024,0.326,-0.538,0.669,0.006,0.007,3044.0,1619.0,1.0
1|batter:count_type[668930:two_strikes],-0.06,0.317,-0.646,0.534,0.006,0.007,2744.0,1532.0,1.0
1|batter:count_type[668939:batter_ahead],0.377,0.344,-0.262,1.028,0.007,0.009,2765.0,1354.0,1.0
1|batter:count_type[668939:full],-0.147,0.362,-0.792,0.562,0.007,0.009,2822.0,1383.0,1.0
1|batter:count_type[668939:other],-0.107,0.32,-0.709,0.486,0.006,0.007,2698.0,1454.0,1.0
1|batter:count_type[668939:two_strikes],-0.146,0.328,-0.787,0.428,0.007,0.007,2323.0,1633.0,1.0
1|batter:count_type[668942:batter_ahead],0.555,0.339,-0.084,1.19,0.007,0.008,2577.0,1784.0,1.0
1|batter:count_type[668942:full],-0.386,0.364,-1.043,0.329,0.007,0.009,3038.0,1737.0,1.0
1|batter:count_type[668942:other],0.275,0.33,-0.311,0.917,0.006,0.008,2666.0,1593.0,1.0
1|batter:count_type[668942:two_strikes],-0.416,0.341,-1.043,0.237,0.007,0.008,2485.0,1541.0,1.0
1|batter:count_type[668952:batter_ahead],-0.162,0.411,-0.986,0.55,0.007,0.01,3197.0,1678.0,1.0
1|batter:count_type[668952:full],-0.008,0.406,-0.767,0.746,0.008,0.011,2717.0,1075.0,1.0
1|batter:count_type[668952:other],0.233,0.4,-0.44,1.043,0.007,0.011,3106.0,1271.0,1.0
1|batter:count_type[668952:two_strikes],0.012,0.383,-0.712,0.677,0.007,0.009,2950.0,1402.0,1.0
1|batter:count_type[669003:batter_ahead],0.118,0.386,-0.6,0.851,0.007,0.009,3017.0,1469.0,1.0
1|batter:count_type[669003:full],-0.042,0.396,-0.754,0.707,0.007,0.01,2847.0,1275.0,1.0
1|batter:count_type[669003:other],-0.242,0.351,-0.963,0.364,0.007,0.007,2811.0,1525.0,1.0
1|batter:count_type[669003:two_strikes],0.214,0.366,-0.474,0.91,0.007,0.008,2782.0,1351.0,1.0
1|batter:count_type[669004:batter_ahead],-0.063,0.335,-0.669,0.567,0.006,0.007,3324.0,1650.0,1.0
1|batter:count_type[669004:full],-0.084,0.361,-0.724,0.612,0.007,0.011,2309.0,1249.0,1.0
1|batter:count_type[669004:other],0.367,0.319,-0.252,0.933,0.006,0.006,2691.0,1671.0,1.0
1|batter:count_type[669004:two_strikes],-0.215,0.326,-0.822,0.383,0.006,0.007,2895.0,1582.0,1.0
1|batter:count_type[669016:batter_ahead],0.011,0.345,-0.662,0.628,0.007,0.007,2533.0,1636.0,1.0
1|batter:count_type[669016:full],-0.024,0.384,-0.656,0.768,0.008,0.01,2388.0,1236.0,1.0
1|batter:count_type[669016:other],0.085,0.334,-0.553,0.713,0.006,0.01,2636.0,1383.0,1.0
1|batter:count_type[669016:two_strikes],-0.105,0.35,-0.749,0.546,0.007,0.008,2626.0,1605.0,1.01
1|batter:count_type[669065:batter_ahead],-0.191,0.373,-0.856,0.569,0.007,0.009,2837.0,1414.0,1.01
1|batter:count_type[669065:full],-0.055,0.396,-0.835,0.674,0.007,0.01,2794.0,1363.0,1.0
1|batter:count_type[669065:other],0.008,0.338,-0.644,0.624,0.006,0.008,2719.0,1533.0,1.0
1|batter:count_type[669065:two_strikes],0.226,0.36,-0.427,0.909,0.006,0.008,3395.0,1501.0,1.0
1|batter:count_type[669087:batter_ahead],0.035,0.417,-0.781,0.819,0.008,0.011,2628.0,1261.0,1.0
1|batter:count_type[669087:full],-0.008,0.402,-0.745,0.737,0.008,0.011,2568.0,1411.0,1.0
1|batter:count_type[669087:other],-0.075,0.423,-0.836,0.723,0.008,0.011,2903.0,1316.0,1.01
1|batter:count_type[669087:two_strikes],0.04,0.411,-0.679,0.879,0.008,0.012,2422.0,1293.0,1.0
1|batter:count_type[669127:batter_ahead],-0.097,0.354,-0.776,0.53,0.007,0.008,3002.0,1380.0,1.0
1|batter:count_type[669127:full],0.062,0.365,-0.635,0.701,0.007,0.008,2724.0,1771.0,1.0
1|batter:count_type[669127:other],-0.08,0.327,-0.681,0.517,0.006,0.007,2678.0,1652.0,1.0
1|batter:count_type[669127:two_strikes],0.136,0.338,-0.511,0.751,0.006,0.008,2923.0,1742.0,1.0
1|batter:count_type[669134:batter_ahead],-0.209,0.363,-0.863,0.485,0.007,0.007,2567.0,1388.0,1.0
1|batter:count_type[669134:full],0.219,0.394,-0.514,0.948,0.008,0.011,2689.0,1334.0,1.0
1|batter:count_type[669134:other],0.005,0.353,-0.653,0.664,0.007,0.008,2424.0,1544.0,1.0
1|batter:count_type[669134:two_strikes],0.03,0.377,-0.656,0.743,0.007,0.008,2554.0,1680.0,1.0
1|batter:count_type[669137:batter_ahead],-0.039,0.427,-0.781,0.804,0.008,0.011,3089.0,1321.0,1.0
1|batter:count_type[669137:full],-0.061,0.422,-0.843,0.755,0.008,0.012,2686.0,1212.0,1.01
1|batter:count_type[669137:other],0.104,0.391,-0.573,0.909,0.007,0.011,3186.0,1321.0,1.0
1|batter:count_type[669137:two_strikes],0.04,0.393,-0.66,0.792,0.007,0.009,2786.0,1543.0,1.0
1|batter:count_type[669200:batter_ahead],0.128,0.421,-0.71,0.887,0.008,0.01,2834.0,1532.0,1.0
1|batter:count_type[669200:full],-0.054,0.413,-0.848,0.7,0.008,0.01,2749.0,1352.0,1.0
1|batter:count_type[669200:other],-0.078,0.396,-0.85,0.629,0.008,0.01,2739.0,1330.0,1.01
1|batter:count_type[669200:two_strikes],-0.004,0.408,-0.774,0.769,0.008,0.009,2783.0,1489.0,1.0
1|batter:count_type[669208:batter_ahead],-0.112,0.407,-0.912,0.61,0.008,0.009,2737.0,1491.0,1.01
1|batter:count_type[669208:full],0.093,0.413,-0.676,0.871,0.008,0.011,2550.0,1201.0,1.0
1|batter:count_type[669208:other],0.125,0.391,-0.608,0.87,0.007,0.011,2843.0,1388.0,1.0
1|batter:count_type[669208:two_strikes],-0.048,0.403,-0.815,0.708,0.007,0.013,3290.0,1064.0,1.0
1|batter:count_type[669221:batter_ahead],-0.082,0.368,-0.808,0.578,0.007,0.009,3050.0,1654.0,1.0
1|batter:count_type[669221:full],-0.035,0.376,-0.726,0.675,0.007,0.01,2694.0,1259.0,1.0
1|batter:count_type[669221:other],0.156,0.359,-0.553,0.789,0.007,0.008,3055.0,1557.0,1.0
1|batter:count_type[669221:two_strikes],-0.056,0.337,-0.707,0.554,0.006,0.007,3472.0,1782.0,1.0
1|batter:count_type[669222:batter_ahead],0.165,0.361,-0.516,0.83,0.007,0.008,2674.0,1706.0,1.0
1|batter:count_type[669222:full],0.091,0.386,-0.648,0.782,0.007,0.01,2832.0,1352.0,1.0
1|batter:count_type[669222:other],-0.218,0.338,-0.87,0.39,0.006,0.009,2799.0,1086.0,1.0
1|batter:count_type[669222:two_strikes],-0.03,0.357,-0.69,0.645,0.007,0.008,2808.0,1457.0,1.0
1|batter:count_type[669224:batter_ahead],0.234,0.34,-0.399,0.859,0.007,0.007,2235.0,1469.0,1.01
1|batter:count_type[669224:full],0.114,0.383,-0.533,0.914,0.008,0.008,2597.0,1727.0,1.0
1|batter:count_type[669224:other],-0.125,0.334,-0.788,0.469,0.007,0.008,2467.0,1253.0,1.0
1|batter:count_type[669224:two_strikes],-0.245,0.338,-0.864,0.411,0.007,0.008,2686.0,1563.0,1.0
1|batter:count_type[669234:batter_ahead],0.048,0.366,-0.675,0.679,0.007,0.009,2508.0,1595.0,1.0
1|batter:count_type[669234:full],0.063,0.402,-0.747,0.755,0.008,0.01,2540.0,1383.0,1.0
1|batter:count_type[669234:other],-0.055,0.353,-0.789,0.562,0.007,0.008,2790.0,1374.0,1.0
1|batter:count_type[669234:two_strikes],-0.005,0.36,-0.673,0.677,0.007,0.009,2800.0,1364.0,1.0
1|batter:count_type[669242:batter_ahead],0.095,0.382,-0.677,0.786,0.007,0.01,2672.0,1494.0,1.0
1|batter:count_type[669242:full],-0.092,0.388,-0.784,0.639,0.007,0.011,2793.0,1366.0,1.0
1|batter:count_type[669242:other],0.298,0.363,-0.407,0.952,0.007,0.009,2500.0,1354.0,1.0
1|batter:count_type[669242:two_strikes],-0.315,0.379,-1.067,0.333,0.008,0.01,2414.0,1426.0,1.0
1|batter:count_type[669257:batter_ahead],0.179,0.348,-0.513,0.808,0.007,0.008,2353.0,1409.0,1.0
1|batter:count_type[669257:full],-0.248,0.361,-0.947,0.397,0.008,0.007,2158.0,1441.0,1.0
