index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
int_y|batter:count_type[571657:other],-0.005,0.013,-0.027,0.021,0.0,0.0,2168.0,1233.0,1.0
int_y|batter:count_type[571657:two_strikes],-0.0,0.013,-0.024,0.025,0.0,0.0,1899.0,1389.0,1.0
int_y|batter:count_type[571771:batter_ahead],0.0,0.013,-0.025,0.021,0.0,0.0,1932.0,1466.0,1.0
int_y|batter:count_type[571771:full],0.003,0.014,-0.023,0.029,0.0,0.0,2342.0,1480.0,1.0
int_y|batter:count_type[571771:other],0.002,0.012,-0.019,0.026,0.0,0.0,2014.0,1337.0,1.0
int_y|batter:count_type[571771:two_strikes],-0.005,0.013,-0.03,0.017,0.0,0.0,1597.0,1306.0,1.01
int_y|batter:count_type[571875:batter_ahead],0.0,0.015,-0.026,0.031,0.0,0.0,1948.0,1284.0,1.0
int_y|batter:count_type[571875:full],-0.0,0.015,-0.029,0.027,0.0,0.0,2118.0,857.0,1.0
int_y|batter:count_type[571875:other],-0.0,0.016,-0.027,0.032,0.0,0.0,1868.0,1151.0,1.0
int_y|batter:count_type[571875:two_strikes],-0.001,0.015,-0.028,0.028,0.0,0.0,1970.0,1095.0,1.01
int_y|batter:count_type[571912:batter_ahead],0.002,0.014,-0.026,0.026,0.0,0.0,1964.0,1159.0,1.0
int_y|batter:count_type[571912:full],-0.001,0.014,-0.026,0.028,0.0,0.0,2012.0,1469.0,1.0
int_y|batter:count_type[571912:other],0.0,0.014,-0.024,0.027,0.0,0.0,2033.0,1400.0,1.0
int_y|batter:count_type[571912:two_strikes],-0.0,0.014,-0.026,0.027,0.0,0.0,2115.0,1631.0,1.0
int_y|batter:count_type[571970:batter_ahead],0.01,0.013,-0.012,0.036,0.0,0.0,2141.0,1293.0,1.0
int_y|batter:count_type[571970:full],0.009,0.013,-0.017,0.032,0.0,0.0,1965.0,1200.0,1.0
int_y|batter:count_type[571970:other],-0.002,0.013,-0.025,0.021,0.0,0.0,2124.0,1322.0,1.0
int_y|batter:count_type[571970:two_strikes],-0.016,0.013,-0.042,0.006,0.0,0.0,2076.0,1106.0,1.0
int_y|batter:count_type[572138:batter_ahead],0.001,0.015,-0.028,0.028,0.0,0.0,1996.0,1234.0,1.0
int_y|batter:count_type[572138:full],-0.0,0.015,-0.029,0.028,0.0,0.0,2010.0,1160.0,1.0
int_y|batter:count_type[572138:other],0.004,0.015,-0.024,0.031,0.0,0.0,1867.0,1586.0,1.0
int_y|batter:count_type[572138:two_strikes],-0.004,0.015,-0.032,0.025,0.0,0.0,2144.0,1375.0,1.0
int_y|batter:count_type[572191:batter_ahead],0.004,0.013,-0.02,0.029,0.0,0.0,2198.0,1413.0,1.0
int_y|batter:count_type[572191:full],0.001,0.014,-0.025,0.027,0.0,0.0,2004.0,1249.0,1.0
int_y|batter:count_type[572191:other],-0.001,0.012,-0.025,0.021,0.0,0.0,2337.0,1367.0,1.01
int_y|batter:count_type[572191:two_strikes],-0.003,0.012,-0.027,0.02,0.0,0.0,1918.0,1281.0,1.0
int_y|batter:count_type[572204:batter_ahead],-0.001,0.015,-0.03,0.025,0.0,0.0,2061.0,1143.0,1.0
int_y|batter:count_type[572204:full],0.0,0.015,-0.028,0.029,0.0,0.0,1901.0,1071.0,1.0
int_y|batter:count_type[572204:other],0.002,0.014,-0.025,0.03,0.0,0.0,1966.0,1339.0,1.01
int_y|batter:count_type[572204:two_strikes],-0.0,0.015,-0.027,0.027,0.0,0.0,1864.0,1221.0,1.0
int_y|batter:count_type[572233:batter_ahead],0.004,0.012,-0.017,0.027,0.0,0.0,2082.0,1223.0,1.01
int_y|batter:count_type[572233:full],-0.003,0.013,-0.026,0.021,0.0,0.0,2044.0,1470.0,1.0
int_y|batter:count_type[572233:other],0.002,0.012,-0.02,0.023,0.0,0.0,2057.0,1389.0,1.0
int_y|batter:count_type[572233:two_strikes],-0.001,0.012,-0.023,0.021,0.0,0.0,1991.0,1591.0,1.0
int_y|batter:count_type[573262:batter_ahead],0.007,0.013,-0.018,0.03,0.0,0.0,1920.0,1258.0,1.0
int_y|batter:count_type[573262:full],0.006,0.013,-0.019,0.03,0.0,0.0,1736.0,1338.0,1.01
int_y|batter:count_type[573262:other],-0.0,0.012,-0.023,0.022,0.0,0.0,2056.0,1115.0,1.01
int_y|batter:count_type[573262:two_strikes],-0.013,0.012,-0.038,0.009,0.0,0.0,1980.0,1228.0,1.0
int_y|batter:count_type[575929:batter_ahead],0.005,0.013,-0.019,0.029,0.0,0.0,1963.0,1205.0,1.0
int_y|batter:count_type[575929:full],-0.001,0.013,-0.025,0.023,0.0,0.0,1679.0,1369.0,1.0
int_y|batter:count_type[575929:other],0.005,0.012,-0.016,0.028,0.0,0.0,1935.0,1554.0,1.0
int_y|batter:count_type[575929:two_strikes],-0.009,0.013,-0.033,0.015,0.0,0.0,2202.0,1587.0,1.0
int_y|batter:count_type[578428:batter_ahead],0.016,0.014,-0.008,0.043,0.0,0.0,2191.0,1313.0,1.0
int_y|batter:count_type[578428:full],-0.002,0.014,-0.027,0.025,0.0,0.0,2049.0,1202.0,1.0
int_y|batter:count_type[578428:other],0.003,0.012,-0.019,0.026,0.0,0.0,1644.0,1264.0,1.0
int_y|batter:count_type[578428:two_strikes],-0.016,0.014,-0.042,0.008,0.0,0.0,1835.0,1049.0,1.0
int_y|batter:count_type[592178:batter_ahead],0.009,0.014,-0.016,0.036,0.0,0.0,2094.0,1276.0,1.0
int_y|batter:count_type[592178:full],-0.002,0.014,-0.029,0.024,0.0,0.0,2064.0,1685.0,1.0
int_y|batter:count_type[592178:other],0.002,0.013,-0.023,0.024,0.0,0.0,2250.0,1723.0,1.0
int_y|batter:count_type[592178:two_strikes],-0.009,0.014,-0.035,0.016,0.0,0.0,2090.0,1408.0,1.0
int_y|batter:count_type[592192:batter_ahead],0.009,0.014,-0.016,0.035,0.0,0.0,1904.0,1198.0,1.01
int_y|batter:count_type[592192:full],-0.004,0.014,-0.027,0.026,0.0,0.0,1964.0,1557.0,1.0
int_y|batter:count_type[592192:other],0.005,0.013,-0.02,0.03,0.0,0.0,2237.0,1279.0,1.0
int_y|batter:count_type[592192:two_strikes],-0.009,0.013,-0.037,0.013,0.0,0.0,2283.0,1491.0,1.0
int_y|batter:count_type[592206:batter_ahead],0.013,0.012,-0.012,0.034,0.0,0.0,2120.0,1511.0,1.0
int_y|batter:count_type[592206:full],-0.001,0.013,-0.027,0.023,0.0,0.0,2001.0,1293.0,1.0
int_y|batter:count_type[592206:other],-0.01,0.012,-0.031,0.014,0.0,0.0,1853.0,1221.0,1.0
int_y|batter:count_type[592206:two_strikes],-0.003,0.012,-0.024,0.021,0.0,0.0,2199.0,1492.0,1.01
int_y|batter:count_type[592273:batter_ahead],0.001,0.014,-0.026,0.025,0.0,0.0,2127.0,1275.0,1.0
int_y|batter:count_type[592273:full],-0.001,0.014,-0.03,0.024,0.0,0.0,2014.0,1441.0,1.01
int_y|batter:count_type[592273:other],0.0,0.014,-0.027,0.026,0.0,0.0,2112.0,1312.0,1.0
int_y|batter:count_type[592273:two_strikes],0.001,0.015,-0.028,0.029,0.0,0.0,1997.0,1341.0,1.01
int_y|batter:count_type[592450:batter_ahead],0.014,0.012,-0.01,0.037,0.0,0.0,2137.0,1422.0,1.0
int_y|batter:count_type[592450:full],-0.012,0.013,-0.035,0.013,0.0,0.0,2224.0,1484.0,1.0
int_y|batter:count_type[592450:other],0.012,0.012,-0.011,0.035,0.0,0.0,1832.0,932.0,1.0
int_y|batter:count_type[592450:two_strikes],-0.015,0.012,-0.036,0.008,0.0,0.0,1743.0,1014.0,1.0
int_y|batter:count_type[592518:batter_ahead],-0.0,0.012,-0.024,0.02,0.0,0.0,1980.0,1488.0,1.0
int_y|batter:count_type[592518:full],0.004,0.012,-0.019,0.027,0.0,0.0,2202.0,1525.0,1.0
int_y|batter:count_type[592518:other],0.004,0.011,-0.018,0.026,0.0,0.0,2176.0,1218.0,1.0
int_y|batter:count_type[592518:two_strikes],-0.007,0.012,-0.029,0.016,0.0,0.0,2230.0,1573.0,1.0
int_y|batter:count_type[592626:batter_ahead],0.015,0.013,-0.011,0.039,0.0,0.0,2062.0,1325.0,1.0
int_y|batter:count_type[592626:full],0.001,0.014,-0.023,0.027,0.0,0.0,1915.0,1305.0,1.0
int_y|batter:count_type[592626:other],0.0,0.012,-0.023,0.023,0.0,0.0,1645.0,1218.0,1.0
int_y|batter:count_type[592626:two_strikes],-0.017,0.013,-0.041,0.006,0.0,0.0,2037.0,1061.0,1.01
int_y|batter:count_type[592663:batter_ahead],0.004,0.013,-0.02,0.029,0.0,0.0,1985.0,1369.0,1.0
int_y|batter:count_type[592663:full],-0.003,0.014,-0.029,0.021,0.0,0.0,1910.0,1493.0,1.0
int_y|batter:count_type[592663:other],0.004,0.012,-0.02,0.026,0.0,0.0,1973.0,1303.0,1.0
int_y|batter:count_type[592663:two_strikes],-0.003,0.013,-0.026,0.02,0.0,0.0,1987.0,1528.0,1.0
int_y|batter:count_type[592669:batter_ahead],0.009,0.013,-0.014,0.034,0.0,0.0,2209.0,1128.0,1.0
int_y|batter:count_type[592669:full],-0.0,0.014,-0.027,0.025,0.0,0.0,1983.0,1283.0,1.0
int_y|batter:count_type[592669:other],0.0,0.013,-0.024,0.025,0.0,0.0,1833.0,1363.0,1.0
int_y|batter:count_type[592669:two_strikes],-0.009,0.014,-0.034,0.019,0.0,0.0,2030.0,1168.0,1.0
int_y|batter:count_type[592696:batter_ahead],0.001,0.015,-0.028,0.029,0.0,0.0,2102.0,1026.0,1.0
int_y|batter:count_type[592696:full],-0.0,0.014,-0.028,0.025,0.0,0.0,1975.0,699.0,1.0
int_y|batter:count_type[592696:other],0.001,0.015,-0.026,0.028,0.0,0.0,1829.0,1451.0,1.0
int_y|batter:count_type[592696:two_strikes],-0.002,0.015,-0.03,0.024,0.0,0.0,1936.0,1421.0,1.0
int_y|batter:count_type[592885:batter_ahead],0.008,0.012,-0.013,0.031,0.0,0.0,2020.0,1597.0,1.0
int_y|batter:count_type[592885:full],-0.008,0.013,-0.031,0.018,0.0,0.0,1949.0,1385.0,1.0
int_y|batter:count_type[592885:other],0.007,0.012,-0.014,0.031,0.0,0.0,2220.0,1288.0,1.0
int_y|batter:count_type[592885:two_strikes],-0.008,0.012,-0.031,0.014,0.0,0.0,2206.0,1616.0,1.0
int_y|batter:count_type[593428:batter_ahead],0.014,0.013,-0.009,0.037,0.0,0.0,2090.0,1251.0,1.01
int_y|batter:count_type[593428:full],0.003,0.013,-0.02,0.029,0.0,0.0,1920.0,1400.0,1.0
int_y|batter:count_type[593428:other],-0.005,0.012,-0.028,0.018,0.0,0.0,2049.0,1212.0,1.01
int_y|batter:count_type[593428:two_strikes],-0.012,0.013,-0.035,0.013,0.0,0.0,2025.0,1278.0,1.0
int_y|batter:count_type[593871:batter_ahead],0.004,0.013,-0.021,0.027,0.0,0.0,1992.0,1360.0,1.0
int_y|batter:count_type[593871:full],0.001,0.013,-0.024,0.024,0.0,0.0,2382.0,1197.0,1.0
int_y|batter:count_type[593871:other],0.004,0.012,-0.02,0.027,0.0,0.0,2033.0,1160.0,1.0
int_y|batter:count_type[593871:two_strikes],-0.008,0.013,-0.031,0.017,0.0,0.0,1942.0,1281.0,1.0
int_y|batter:count_type[595453:batter_ahead],0.0,0.015,-0.027,0.027,0.0,0.0,1941.0,1187.0,1.0
int_y|batter:count_type[595453:full],-0.001,0.015,-0.027,0.029,0.0,0.0,1863.0,1129.0,1.0
int_y|batter:count_type[595453:other],-0.0,0.015,-0.027,0.028,0.0,0.0,2027.0,1470.0,1.0
int_y|batter:count_type[595453:two_strikes],0.001,0.015,-0.026,0.027,0.0,0.0,1713.0,918.0,1.0
int_y|batter:count_type[595751:batter_ahead],0.006,0.015,-0.023,0.033,0.0,0.0,1889.0,1392.0,1.0
int_y|batter:count_type[595751:full],-0.0,0.015,-0.026,0.029,0.0,0.0,2058.0,1109.0,1.0
int_y|batter:count_type[595751:other],-0.002,0.014,-0.028,0.025,0.0,0.0,2225.0,1101.0,1.01
int_y|batter:count_type[595751:two_strikes],-0.004,0.014,-0.031,0.023,0.0,0.0,2294.0,1165.0,1.0
int_y|batter:count_type[595777:batter_ahead],0.01,0.013,-0.014,0.035,0.0,0.0,1902.0,1089.0,1.0
int_y|batter:count_type[595777:full],-0.004,0.014,-0.029,0.021,0.0,0.0,1887.0,1196.0,1.0
int_y|batter:count_type[595777:other],-0.004,0.012,-0.026,0.02,0.0,0.0,2002.0,1159.0,1.0
int_y|batter:count_type[595777:two_strikes],-0.001,0.012,-0.022,0.023,0.0,0.0,1886.0,1368.0,1.0
int_y|batter:count_type[595879:batter_ahead],0.001,0.013,-0.023,0.026,0.0,0.0,2100.0,1308.0,1.0
int_y|batter:count_type[595879:full],0.003,0.014,-0.022,0.03,0.0,0.0,2132.0,1642.0,1.0
int_y|batter:count_type[595879:other],-0.011,0.012,-0.034,0.01,0.0,0.0,2120.0,1585.0,1.0
int_y|batter:count_type[595879:two_strikes],0.008,0.012,-0.015,0.031,0.0,0.0,1965.0,1378.0,1.0
int_y|batter:count_type[595978:batter_ahead],0.005,0.013,-0.02,0.03,0.0,0.0,2128.0,1355.0,1.0
int_y|batter:count_type[595978:full],-0.005,0.014,-0.033,0.02,0.0,0.0,1969.0,1485.0,1.0
int_y|batter:count_type[595978:other],0.013,0.012,-0.01,0.036,0.0,0.0,1897.0,1360.0,1.0
int_y|batter:count_type[595978:two_strikes],-0.012,0.013,-0.036,0.012,0.0,0.0,1993.0,1042.0,1.0
int_y|batter:count_type[596019:batter_ahead],0.004,0.012,-0.019,0.027,0.0,0.0,2015.0,1319.0,1.0
int_y|batter:count_type[596019:full],-0.004,0.013,-0.028,0.02,0.0,0.0,1970.0,1293.0,1.0
int_y|batter:count_type[596019:other],0.014,0.012,-0.009,0.035,0.0,0.0,2063.0,1448.0,1.0
int_y|batter:count_type[596019:two_strikes],-0.013,0.012,-0.035,0.011,0.0,0.0,1961.0,1198.0,1.0
int_y|batter:count_type[596103:batter_ahead],0.009,0.014,-0.015,0.037,0.0,0.0,2178.0,1516.0,1.0
int_y|batter:count_type[596103:full],0.002,0.014,-0.024,0.027,0.0,0.0,1971.0,1412.0,1.0
int_y|batter:count_type[596103:other],-0.004,0.013,-0.031,0.019,0.0,0.0,1942.0,1241.0,1.0
int_y|batter:count_type[596103:two_strikes],-0.006,0.013,-0.029,0.02,0.0,0.0,1986.0,1655.0,1.0
int_y|batter:count_type[596115:batter_ahead],-0.005,0.012,-0.029,0.018,0.0,0.0,2043.0,1340.0,1.0
int_y|batter:count_type[596115:full],0.007,0.012,-0.017,0.03,0.0,0.0,2001.0,1275.0,1.0
int_y|batter:count_type[596115:other],-0.001,0.011,-0.023,0.02,0.0,0.0,2016.0,1132.0,1.0
int_y|batter:count_type[596115:two_strikes],-0.0,0.012,-0.021,0.023,0.0,0.0,2065.0,1752.0,1.0
int_y|batter:count_type[596117:batter_ahead],-0.0,0.015,-0.028,0.028,0.0,0.0,1777.0,1069.0,1.0
int_y|batter:count_type[596117:full],0.0,0.014,-0.027,0.026,0.0,0.0,1897.0,1188.0,1.0
int_y|batter:count_type[596117:other],-0.0,0.015,-0.027,0.028,0.0,0.0,1789.0,1161.0,1.0
int_y|batter:count_type[596117:two_strikes],0.001,0.015,-0.027,0.028,0.0,0.0,1761.0,1166.0,1.0
int_y|batter:count_type[596142:batter_ahead],0.005,0.014,-0.02,0.031,0.0,0.0,2336.0,1244.0,1.0
int_y|batter:count_type[596142:full],0.009,0.014,-0.016,0.036,0.0,0.0,1903.0,1498.0,1.0
int_y|batter:count_type[596142:other],-0.001,0.013,-0.027,0.023,0.0,0.0,2099.0,1536.0,1.0
int_y|batter:count_type[596142:two_strikes],-0.013,0.013,-0.038,0.011,0.0,0.0,1888.0,1219.0,1.0
int_y|batter:count_type[596146:batter_ahead],0.005,0.013,-0.017,0.029,0.0,0.0,2223.0,1238.0,1.0
int_y|batter:count_type[596146:full],0.002,0.013,-0.024,0.025,0.0,0.0,1949.0,1077.0,1.0
int_y|batter:count_type[596146:other],-0.002,0.012,-0.026,0.02,0.0,0.0,2081.0,1233.0,1.0
int_y|batter:count_type[596146:two_strikes],-0.004,0.012,-0.028,0.018,0.0,0.0,2191.0,1208.0,1.0
int_y|batter:count_type[600869:batter_ahead],0.006,0.014,-0.021,0.031,0.0,0.0,2067.0,1237.0,1.0
int_y|batter:count_type[600869:full],0.004,0.014,-0.022,0.031,0.0,0.0,1925.0,1272.0,1.0
int_y|batter:count_type[600869:other],0.007,0.014,-0.019,0.034,0.0,0.0,2178.0,1237.0,1.01
int_y|batter:count_type[600869:two_strikes],-0.017,0.013,-0.042,0.006,0.0,0.0,2005.0,1176.0,1.0
int_y|batter:count_type[602104:batter_ahead],0.011,0.013,-0.013,0.034,0.0,0.0,1924.0,1537.0,1.0
int_y|batter:count_type[602104:full],-0.001,0.014,-0.026,0.024,0.0,0.0,2171.0,1389.0,1.0
int_y|batter:count_type[602104:other],-0.002,0.012,-0.024,0.023,0.0,0.0,2083.0,1184.0,1.0
int_y|batter:count_type[602104:two_strikes],-0.007,0.013,-0.033,0.016,0.0,0.0,1883.0,995.0,1.0
int_y|batter:count_type[605113:batter_ahead],-0.001,0.015,-0.029,0.027,0.0,0.0,1961.0,1335.0,1.0
int_y|batter:count_type[605113:full],-0.0,0.014,-0.027,0.027,0.0,0.0,1744.0,1016.0,1.0
int_y|batter:count_type[605113:other],0.002,0.014,-0.024,0.028,0.0,0.0,1920.0,1494.0,1.0
int_y|batter:count_type[605113:two_strikes],-0.001,0.014,-0.027,0.027,0.0,0.0,1805.0,1411.0,1.0
int_y|batter:count_type[605131:batter_ahead],0.003,0.014,-0.024,0.03,0.0,0.0,1758.0,1431.0,1.0
int_y|batter:count_type[605131:full],-0.003,0.014,-0.028,0.023,0.0,0.0,1949.0,1484.0,1.0
int_y|batter:count_type[605131:other],0.003,0.014,-0.023,0.03,0.0,0.0,2019.0,1371.0,1.0
int_y|batter:count_type[605131:two_strikes],-0.005,0.014,-0.031,0.02,0.0,0.0,1918.0,1383.0,1.0
int_y|batter:count_type[605137:batter_ahead],0.002,0.012,-0.02,0.025,0.0,0.0,2015.0,1284.0,1.0
int_y|batter:count_type[605137:full],0.01,0.012,-0.013,0.034,0.0,0.0,1821.0,1259.0,1.0
int_y|batter:count_type[605137:other],0.003,0.012,-0.019,0.027,0.0,0.0,2342.0,1423.0,1.0
int_y|batter:count_type[605137:two_strikes],-0.015,0.013,-0.039,0.01,0.0,0.0,1979.0,1341.0,1.0
int_y|batter:count_type[605141:batter_ahead],0.003,0.012,-0.02,0.026,0.0,0.0,1903.0,1623.0,1.0
int_y|batter:count_type[605141:full],0.0,0.014,-0.027,0.025,0.0,0.0,1876.0,1305.0,1.0
int_y|batter:count_type[605141:other],0.013,0.013,-0.012,0.036,0.0,0.0,1912.0,1319.0,1.0
int_y|batter:count_type[605141:two_strikes],-0.016,0.012,-0.038,0.008,0.0,0.0,1928.0,1327.0,1.0
int_y|batter:count_type[605170:batter_ahead],0.012,0.012,-0.01,0.035,0.0,0.0,2062.0,1109.0,1.0
int_y|batter:count_type[605170:full],-0.003,0.013,-0.029,0.022,0.0,0.0,1942.0,1288.0,1.0
int_y|batter:count_type[605170:other],0.006,0.012,-0.015,0.029,0.0,0.0,2040.0,1468.0,1.0
int_y|batter:count_type[605170:two_strikes],-0.013,0.013,-0.036,0.011,0.0,0.0,2069.0,1344.0,1.01
int_y|batter:count_type[605204:batter_ahead],0.001,0.015,-0.026,0.028,0.0,0.0,2267.0,1572.0,1.0
int_y|batter:count_type[605204:full],-0.0,0.014,-0.026,0.028,0.0,0.0,1921.0,1236.0,1.01
int_y|batter:count_type[605204:other],-0.002,0.015,-0.029,0.025,0.0,0.0,1964.0,1570.0,1.0
int_y|batter:count_type[605204:two_strikes],0.001,0.015,-0.026,0.028,0.0,0.0,1950.0,1286.0,1.0
int_y|batter:count_type[605244:batter_ahead],0.001,0.015,-0.029,0.029,0.0,0.0,1814.0,1355.0,1.0
int_y|batter:count_type[605244:full],0.0,0.015,-0.03,0.025,0.0,0.0,1974.0,1166.0,1.0
int_y|batter:count_type[605244:other],0.001,0.014,-0.025,0.029,0.0,0.0,2051.0,1358.0,1.0
int_y|batter:count_type[605244:two_strikes],-0.001,0.015,-0.03,0.024,0.0,0.0,1784.0,1523.0,1.0
int_y|batter:count_type[605353:batter_ahead],0.005,0.015,-0.022,0.033,0.0,0.0,1935.0,1443.0,1.0
int_y|batter:count_type[605353:full],-0.003,0.015,-0.034,0.022,0.0,0.0,1879.0,1363.0,1.0
int_y|batter:count_type[605353:other],-0.001,0.014,-0.028,0.025,0.0,0.0,2082.0,1114.0,1.0
int_y|batter:count_type[605353:two_strikes],-0.001,0.015,-0.027,0.027,0.0,0.0,2049.0,1402.0,1.01
int_y|batter:count_type[605361:batter_ahead],0.001,0.014,-0.023,0.027,0.0,0.0,2118.0,1600.0,1.0
int_y|batter:count_type[605361:full],-0.001,0.015,-0.03,0.026,0.0,0.0,2106.0,1397.0,1.0
int_y|batter:count_type[605361:other],0.003,0.013,-0.022,0.028,0.0,0.0,1963.0,1109.0,1.01
int_y|batter:count_type[605361:two_strikes],-0.003,0.014,-0.029,0.023,0.0,0.0,1993.0,1269.0,1.0
int_y|batter:count_type[605612:batter_ahead],0.001,0.015,-0.027,0.031,0.0,0.0,1894.0,1232.0,1.0
int_y|batter:count_type[605612:full],0.0,0.014,-0.024,0.03,0.0,0.0,2000.0,1214.0,1.0
int_y|batter:count_type[605612:other],0.002,0.014,-0.024,0.029,0.0,0.0,2059.0,1287.0,1.0
int_y|batter:count_type[605612:two_strikes],-0.002,0.015,-0.033,0.023,0.0,0.0,1906.0,1242.0,1.0
int_y|batter:count_type[606115:batter_ahead],0.003,0.014,-0.021,0.029,0.0,0.0,1957.0,1121.0,1.0
int_y|batter:count_type[606115:full],0.008,0.013,-0.016,0.032,0.0,0.0,2065.0,1445.0,1.0
int_y|batter:count_type[606115:other],-0.006,0.013,-0.029,0.018,0.0,0.0,1970.0,1311.0,1.0
int_y|batter:count_type[606115:two_strikes],-0.005,0.013,-0.029,0.019,0.0,0.0,2172.0,1424.0,1.0
int_y|batter:count_type[606192:batter_ahead],0.017,0.012,-0.008,0.04,0.0,0.0,1975.0,1480.0,1.0
int_y|batter:count_type[606192:full],-0.002,0.013,-0.026,0.023,0.0,0.0,1917.0,1339.0,1.0
int_y|batter:count_type[606192:other],-0.003,0.012,-0.026,0.019,0.0,0.0,2080.0,1299.0,1.0
int_y|batter:count_type[606192:two_strikes],-0.011,0.012,-0.034,0.01,0.0,0.0,2002.0,1623.0,1.0
int_y|batter:count_type[606466:batter_ahead],0.012,0.012,-0.012,0.034,0.0,0.0,2248.0,1371.0,1.0
int_y|batter:count_type[606466:full],-0.012,0.013,-0.035,0.013,0.0,0.0,2153.0,1371.0,1.0
int_y|batter:count_type[606466:other],0.005,0.012,-0.018,0.027,0.0,0.0,1991.0,1451.0,1.0
int_y|batter:count_type[606466:two_strikes],-0.005,0.012,-0.028,0.018,0.0,0.0,2126.0,1273.0,1.0
int_y|batter:count_type[606992:batter_ahead],0.003,0.014,-0.021,0.029,0.0,0.0,2181.0,1353.0,1.0
int_y|batter:count_type[606992:full],0.002,0.014,-0.024,0.028,0.0,0.0,2044.0,1730.0,1.0
int_y|batter:count_type[606992:other],0.005,0.014,-0.02,0.032,0.0,0.0,2070.0,1254.0,1.0
int_y|batter:count_type[606992:two_strikes],-0.009,0.013,-0.033,0.017,0.0,0.0,2325.0,1587.0,1.0
int_y|batter:count_type[607043:batter_ahead],0.006,0.012,-0.017,0.029,0.0,0.0,1976.0,1497.0,1.0
int_y|batter:count_type[607043:full],0.006,0.014,-0.02,0.033,0.0,0.0,2055.0,1006.0,1.0
int_y|batter:count_type[607043:other],-0.004,0.012,-0.026,0.019,0.0,0.0,2089.0,1195.0,1.0
int_y|batter:count_type[607043:two_strikes],-0.009,0.012,-0.033,0.013,0.0,0.0,2005.0,1237.0,1.0
int_y|batter:count_type[607067:batter_ahead],0.0,0.014,-0.025,0.028,0.0,0.0,2036.0,1104.0,1.0
int_y|batter:count_type[607067:full],0.0,0.014,-0.026,0.028,0.0,0.0,1857.0,1034.0,1.0
int_y|batter:count_type[607067:other],0.0,0.015,-0.028,0.028,0.0,0.0,2157.0,981.0,1.0
int_y|batter:count_type[607067:two_strikes],0.0,0.014,-0.029,0.024,0.0,0.0,1925.0,1232.0,1.01
int_y|batter:count_type[607208:batter_ahead],0.001,0.012,-0.021,0.024,0.0,0.0,1906.0,1400.0,1.0
int_y|batter:count_type[607208:full],-0.01,0.013,-0.034,0.016,0.0,0.0,2295.0,1358.0,1.0
int_y|batter:count_type[607208:other],0.019,0.012,-0.002,0.042,0.0,0.0,1990.0,1348.0,1.0
int_y|batter:count_type[607208:two_strikes],-0.011,0.013,-0.035,0.013,0.0,0.0,2141.0,1635.0,1.0
int_y|batter:count_type[607680:batter_ahead],0.005,0.014,-0.019,0.033,0.0,0.0,2136.0,1403.0,1.0
int_y|batter:count_type[607680:full],-0.004,0.014,-0.031,0.022,0.0,0.0,1710.0,1500.0,1.0
int_y|batter:count_type[607680:other],-0.002,0.013,-0.029,0.023,0.0,0.0,1930.0,1642.0,1.0
int_y|batter:count_type[607680:two_strikes],0.001,0.014,-0.024,0.027,0.0,0.0,2269.0,1501.0,1.0
int_y|batter:count_type[607732:batter_ahead],-0.003,0.015,-0.031,0.024,0.0,0.0,1971.0,1018.0,1.0
int_y|batter:count_type[607732:full],0.002,0.014,-0.024,0.029,0.0,0.0,2001.0,1522.0,1.0
int_y|batter:count_type[607732:other],-0.001,0.013,-0.026,0.021,0.0,0.0,1898.0,1138.0,1.0
int_y|batter:count_type[607732:two_strikes],0.004,0.013,-0.02,0.028,0.0,0.0,2057.0,1528.0,1.0
int_y|batter:count_type[608070:batter_ahead],0.002,0.012,-0.019,0.024,0.0,0.0,2002.0,1389.0,1.0
int_y|batter:count_type[608070:full],0.001,0.012,-0.022,0.024,0.0,0.0,1881.0,1268.0,1.0
int_y|batter:count_type[608070:other],0.005,0.012,-0.018,0.028,0.0,0.0,2167.0,1292.0,1.0
int_y|batter:count_type[608070:two_strikes],-0.008,0.012,-0.031,0.016,0.0,0.0,1994.0,1312.0,1.0
int_y|batter:count_type[608324:batter_ahead],0.01,0.013,-0.013,0.034,0.0,0.0,1959.0,1282.0,1.0
int_y|batter:count_type[608324:full],0.003,0.013,-0.021,0.027,0.0,0.0,1737.0,1100.0,1.0
int_y|batter:count_type[608324:other],-0.005,0.012,-0.029,0.018,0.0,0.0,2286.0,1215.0,1.0
int_y|batter:count_type[608324:two_strikes],-0.008,0.013,-0.031,0.016,0.0,0.0,2272.0,1338.0,1.0
int_y|batter:count_type[608348:batter_ahead],0.003,0.013,-0.019,0.028,0.0,0.0,1903.0,1329.0,1.0
int_y|batter:count_type[608348:full],0.002,0.013,-0.023,0.028,0.0,0.0,2073.0,1502.0,1.01
int_y|batter:count_type[608348:other],-0.001,0.012,-0.025,0.023,0.0,0.0,2183.0,1371.0,1.01
int_y|batter:count_type[608348:two_strikes],-0.003,0.013,-0.028,0.021,0.0,0.0,1939.0,1166.0,1.01
int_y|batter:count_type[608360:batter_ahead],0.001,0.015,-0.025,0.028,0.0,0.0,2052.0,1311.0,1.0
int_y|batter:count_type[608360:full],0.001,0.015,-0.026,0.03,0.0,0.0,1800.0,1077.0,1.0
int_y|batter:count_type[608360:other],-0.002,0.015,-0.029,0.027,0.0,0.0,1801.0,1008.0,1.0
