index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
1|batter:count_type[669397:full],-0.001,0.627,-1.174,1.176,0.014,0.013,1895.0,1740.0,1.0
1|batter:count_type[669397:other],0.098,0.547,-0.896,1.12,0.012,0.015,2071.0,1232.0,1.01
1|batter:count_type[669397:two_strikes],-0.92,0.535,-1.939,0.02,0.012,0.011,2064.0,1659.0,1.0
1|batter:count_type[669398:batter_ahead],0.005,0.815,-1.542,1.505,0.019,0.014,1836.0,1680.0,1.0
1|batter:count_type[669398:full],0.041,0.888,-1.645,1.739,0.02,0.027,1916.0,1135.0,1.01
1|batter:count_type[669398:other],0.08,0.781,-1.348,1.561,0.017,0.016,2143.0,1596.0,1.0
1|batter:count_type[669398:two_strikes],-0.05,0.781,-1.532,1.383,0.018,0.016,1992.0,1563.0,1.0
1|batter:count_type[669450:batter_ahead],0.532,0.648,-0.651,1.77,0.014,0.013,2176.0,1578.0,1.0
1|batter:count_type[669450:full],-0.152,0.697,-1.423,1.146,0.015,0.013,2056.0,1502.0,1.0
1|batter:count_type[669450:other],0.285,0.639,-0.977,1.396,0.014,0.014,2070.0,1562.0,1.0
1|batter:count_type[669450:two_strikes],-0.726,0.632,-1.889,0.456,0.014,0.013,1982.0,1719.0,1.0
1|batter:count_type[669477:batter_ahead],0.588,0.605,-0.543,1.704,0.014,0.011,1983.0,1616.0,1.0
1|batter:count_type[669477:full],-0.097,0.638,-1.2,1.163,0.014,0.013,1951.0,1792.0,1.0
1|batter:count_type[669477:other],0.319,0.567,-0.749,1.361,0.012,0.014,2068.0,1543.0,1.0
1|batter:count_type[669477:two_strikes],-0.883,0.59,-1.965,0.271,0.013,0.012,2021.0,1565.0,1.0
1|batter:count_type[669699:batter_ahead],-0.024,0.822,-1.569,1.492,0.018,0.018,2049.0,1521.0,1.0
1|batter:count_type[669699:full],-0.008,0.867,-1.512,1.726,0.019,0.025,2136.0,1292.0,1.0
1|batter:count_type[669699:other],0.064,0.795,-1.405,1.582,0.018,0.019,2021.0,1553.0,1.0
1|batter:count_type[669699:two_strikes],0.058,0.779,-1.405,1.493,0.018,0.017,1815.0,1431.0,1.0
1|batter:count_type[669701:batter_ahead],0.409,0.568,-0.637,1.537,0.012,0.01,2077.0,1607.0,1.0
1|batter:count_type[669701:full],-0.27,0.593,-1.356,0.893,0.013,0.011,1998.0,1880.0,1.0
1|batter:count_type[669701:other],0.256,0.553,-0.728,1.342,0.013,0.012,1807.0,1281.0,1.01
1|batter:count_type[669701:two_strikes],-0.714,0.549,-1.685,0.348,0.012,0.011,2029.0,1520.0,1.0
1|batter:count_type[669707:batter_ahead],0.448,0.578,-0.662,1.509,0.013,0.011,2018.0,1686.0,1.0
1|batter:count_type[669707:full],0.43,0.622,-0.779,1.559,0.014,0.012,2004.0,1459.0,1.0
1|batter:count_type[669707:other],-0.278,0.524,-1.239,0.67,0.012,0.012,2022.0,1721.0,1.0
1|batter:count_type[669707:two_strikes],-0.634,0.541,-1.614,0.374,0.012,0.012,2017.0,1608.0,1.0
1|batter:count_type[669717:batter_ahead],0.479,0.684,-0.832,1.754,0.015,0.012,1966.0,1675.0,1.0
1|batter:count_type[669717:full],-0.219,0.711,-1.604,1.042,0.016,0.014,2030.0,1537.0,1.0
1|batter:count_type[669717:other],0.396,0.62,-0.778,1.542,0.013,0.012,2235.0,1684.0,1.0
1|batter:count_type[669717:two_strikes],-0.552,0.62,-1.735,0.545,0.014,0.011,2100.0,1752.0,1.0
1|batter:count_type[669720:batter_ahead],0.43,0.589,-0.69,1.557,0.014,0.013,1893.0,1470.0,1.0
1|batter:count_type[669720:full],-0.509,0.63,-1.708,0.643,0.014,0.013,2035.0,1716.0,1.0
1|batter:count_type[669720:other],0.408,0.556,-0.663,1.433,0.012,0.012,2088.0,1529.0,1.0
1|batter:count_type[669720:two_strikes],-0.552,0.579,-1.614,0.564,0.013,0.012,2132.0,1593.0,1.0
1|batter:count_type[669722:batter_ahead],0.612,0.7,-0.692,1.909,0.016,0.012,2025.0,1967.0,1.0
1|batter:count_type[669722:full],0.08,0.743,-1.342,1.49,0.018,0.015,1768.0,1449.0,1.0
1|batter:count_type[669722:other],-0.085,0.677,-1.287,1.236,0.015,0.013,2005.0,1454.0,1.0
1|batter:count_type[669722:two_strikes],-0.428,0.692,-1.709,0.8,0.017,0.013,1716.0,1445.0,1.0
1|batter:count_type[669743:batter_ahead],0.981,0.59,-0.179,2.016,0.014,0.011,1830.0,1655.0,1.0
1|batter:count_type[669743:full],-0.146,0.622,-1.289,1.023,0.014,0.012,1939.0,1666.0,1.0
1|batter:count_type[669743:other],0.437,0.566,-0.608,1.49,0.013,0.012,2029.0,1411.0,1.0
1|batter:count_type[669743:two_strikes],-1.584,0.556,-2.625,-0.508,0.012,0.014,1985.0,1299.0,1.0
1|batter:count_type[669911:batter_ahead],0.751,0.59,-0.254,1.899,0.013,0.012,2155.0,1550.0,1.0
1|batter:count_type[669911:full],0.119,0.61,-0.964,1.253,0.014,0.012,1980.0,1642.0,1.0
1|batter:count_type[669911:other],0.17,0.555,-0.841,1.191,0.013,0.015,1794.0,1376.0,1.01
1|batter:count_type[669911:two_strikes],-0.766,0.568,-1.852,0.236,0.014,0.013,1745.0,1283.0,1.0
1|batter:count_type[670032:batter_ahead],0.222,0.762,-1.166,1.636,0.017,0.015,2035.0,1774.0,1.0
1|batter:count_type[670032:full],-0.073,0.787,-1.721,1.278,0.017,0.018,2169.0,1576.0,1.0
1|batter:count_type[670032:other],0.19,0.718,-1.058,1.617,0.016,0.013,2051.0,1539.0,1.0
1|batter:count_type[670032:two_strikes],-0.457,0.739,-1.798,0.954,0.017,0.014,1837.0,1782.0,1.0
1|batter:count_type[670042:batter_ahead],0.436,0.6,-0.643,1.594,0.013,0.012,2017.0,1682.0,1.0
1|batter:count_type[670042:full],0.374,0.675,-0.926,1.651,0.015,0.014,1963.0,1516.0,1.0
1|batter:count_type[670042:other],-0.146,0.566,-1.175,0.928,0.013,0.013,1949.0,1321.0,1.0
1|batter:count_type[670042:two_strikes],-0.523,0.593,-1.605,0.639,0.014,0.012,1849.0,1629.0,1.0
1|batter:count_type[670092:batter_ahead],-0.241,0.704,-1.577,1.061,0.015,0.013,2192.0,1642.0,1.0
1|batter:count_type[670092:full],0.237,0.733,-1.212,1.502,0.017,0.015,1975.0,1807.0,1.0
1|batter:count_type[670092:other],0.33,0.687,-0.888,1.664,0.015,0.014,2011.0,1484.0,1.0
1|batter:count_type[670092:two_strikes],-0.536,0.695,-1.805,0.784,0.015,0.012,2131.0,1746.0,1.0
1|batter:count_type[670097:batter_ahead],0.409,0.712,-0.89,1.719,0.015,0.014,2145.0,1798.0,1.0
1|batter:count_type[670097:full],-0.316,0.705,-1.584,1.073,0.016,0.013,1930.0,1376.0,1.0
1|batter:count_type[670097:other],-0.089,0.67,-1.405,1.117,0.015,0.017,1991.0,1150.0,1.0
1|batter:count_type[670097:two_strikes],-0.169,0.706,-1.518,1.102,0.016,0.015,1871.0,1421.0,1.0
1|batter:count_type[670156:batter_ahead],0.263,0.658,-0.92,1.563,0.014,0.013,2108.0,1493.0,1.0
1|batter:count_type[670156:full],0.329,0.727,-0.947,1.751,0.016,0.016,2007.0,1461.0,1.0
1|batter:count_type[670156:other],-0.193,0.611,-1.356,0.903,0.014,0.014,1964.0,1430.0,1.0
1|batter:count_type[670156:two_strikes],-0.579,0.629,-1.696,0.631,0.014,0.012,2092.0,1812.0,1.0
1|batter:count_type[670223:batter_ahead],0.437,0.657,-0.803,1.653,0.014,0.013,2053.0,1608.0,1.01
1|batter:count_type[670223:full],0.361,0.685,-0.884,1.619,0.015,0.013,2022.0,1684.0,1.0
1|batter:count_type[670223:other],-0.076,0.608,-1.211,1.045,0.014,0.014,2014.0,1681.0,1.0
1|batter:count_type[670223:two_strikes],-0.635,0.619,-1.821,0.515,0.015,0.012,1811.0,1666.0,1.0
1|batter:count_type[670224:batter_ahead],0.782,0.645,-0.405,1.974,0.015,0.013,1807.0,1305.0,1.0
1|batter:count_type[670224:full],-0.353,0.638,-1.524,0.84,0.014,0.012,2148.0,1973.0,1.0
1|batter:count_type[670224:other],0.93,0.574,-0.23,1.944,0.013,0.015,1931.0,1388.0,1.01
1|batter:count_type[670224:two_strikes],-1.357,0.575,-2.445,-0.301,0.014,0.012,1778.0,1529.0,1.01
1|batter:count_type[670231:batter_ahead],0.785,0.618,-0.288,2.011,0.014,0.011,1891.0,1873.0,1.0
1|batter:count_type[670231:full],0.203,0.652,-1.1,1.328,0.015,0.012,1965.0,1808.0,1.0
1|batter:count_type[670231:other],-0.259,0.607,-1.437,0.843,0.014,0.012,1959.0,1302.0,1.0
1|batter:count_type[670231:two_strikes],-0.834,0.62,-2.006,0.288,0.014,0.012,1949.0,1640.0,1.0
1|batter:count_type[670232:batter_ahead],0.013,0.878,-1.526,1.665,0.02,0.022,1851.0,1299.0,1.0
1|batter:count_type[670232:full],-0.03,0.874,-1.794,1.49,0.019,0.025,2081.0,1208.0,1.0
1|batter:count_type[670232:other],-0.035,0.867,-1.625,1.585,0.02,0.021,1890.0,1374.0,1.0
1|batter:count_type[670232:two_strikes],-0.01,0.857,-1.657,1.557,0.02,0.024,1930.0,1120.0,1.0
1|batter:count_type[670242:batter_ahead],0.623,0.592,-0.465,1.721,0.014,0.011,1912.0,1547.0,1.0
1|batter:count_type[670242:full],-0.106,0.644,-1.378,1.053,0.014,0.014,2006.0,1672.0,1.0
1|batter:count_type[670242:other],-0.121,0.588,-1.224,0.952,0.014,0.014,1868.0,1411.0,1.0
1|batter:count_type[670242:two_strikes],-0.508,0.592,-1.619,0.608,0.014,0.012,1851.0,1458.0,1.0
1|batter:count_type[670276:batter_ahead],-0.012,0.898,-1.547,1.723,0.02,0.027,2066.0,1117.0,1.0
1|batter:count_type[670276:full],-0.02,0.846,-1.549,1.548,0.019,0.018,1981.0,1227.0,1.0
1|batter:count_type[670276:other],0.27,0.847,-1.19,1.973,0.019,0.019,1940.0,1479.0,1.0
1|batter:count_type[670276:two_strikes],-0.226,0.822,-1.719,1.305,0.019,0.02,1936.0,1475.0,1.01
1|batter:count_type[670541:batter_ahead],0.278,0.618,-0.862,1.425,0.013,0.011,2136.0,1885.0,1.0
1|batter:count_type[670541:full],0.507,0.639,-0.666,1.731,0.014,0.013,2098.0,1627.0,1.0
1|batter:count_type[670541:other],-0.387,0.582,-1.474,0.695,0.013,0.013,2087.0,1650.0,1.0
1|batter:count_type[670541:two_strikes],-0.305,0.577,-1.349,0.818,0.012,0.012,2190.0,1481.0,1.0
1|batter:count_type[670623:batter_ahead],0.602,0.607,-0.483,1.817,0.013,0.012,2046.0,1631.0,1.0
1|batter:count_type[670623:full],0.08,0.611,-1.047,1.276,0.013,0.012,2189.0,1489.0,1.0
1|batter:count_type[670623:other],-0.007,0.581,-1.148,1.035,0.013,0.012,2057.0,1656.0,1.0
1|batter:count_type[670623:two_strikes],-1.175,0.58,-2.217,-0.064,0.013,0.012,1923.0,1359.0,1.0
1|batter:count_type[670764:batter_ahead],0.258,0.569,-0.8,1.328,0.013,0.011,1895.0,1649.0,1.0
1|batter:count_type[670764:full],-0.032,0.617,-1.107,1.176,0.013,0.012,2180.0,1533.0,1.0
1|batter:count_type[670764:other],0.006,0.562,-1.106,0.976,0.012,0.013,2014.0,1457.0,1.0
1|batter:count_type[670764:two_strikes],-0.232,0.551,-1.274,0.798,0.012,0.012,2006.0,1598.0,1.0
1|batter:count_type[670770:batter_ahead],0.165,0.598,-0.932,1.328,0.013,0.014,1977.0,1616.0,1.0
1|batter:count_type[670770:full],0.087,0.61,-0.967,1.297,0.013,0.011,2061.0,1420.0,1.0
1|batter:count_type[670770:other],-0.167,0.577,-1.22,0.919,0.013,0.011,1995.0,1652.0,1.0
1|batter:count_type[670770:two_strikes],-0.533,0.583,-1.569,0.654,0.013,0.012,1959.0,1651.0,1.0
1|batter:count_type[670868:batter_ahead],-0.001,0.835,-1.537,1.559,0.019,0.02,1966.0,1094.0,1.0
1|batter:count_type[670868:full],0.011,0.816,-1.406,1.544,0.018,0.017,2024.0,1204.0,1.0
1|batter:count_type[670868:other],-0.021,0.846,-1.61,1.453,0.019,0.022,2011.0,1060.0,1.0
1|batter:count_type[670868:two_strikes],0.026,0.871,-1.573,1.7,0.02,0.023,1978.0,1462.0,1.0
1|batter:count_type[671056:batter_ahead],0.747,0.583,-0.357,1.798,0.013,0.011,1892.0,1804.0,1.0
1|batter:count_type[671056:full],-0.397,0.583,-1.481,0.685,0.012,0.012,2214.0,1781.0,1.0
1|batter:count_type[671056:other],0.189,0.559,-0.851,1.21,0.012,0.014,2194.0,1296.0,1.0
1|batter:count_type[671056:two_strikes],-0.466,0.562,-1.586,0.567,0.012,0.011,2053.0,1576.0,1.0
1|batter:count_type[671083:batter_ahead],0.063,0.756,-1.34,1.441,0.017,0.014,1993.0,1766.0,1.0
1|batter:count_type[671083:full],0.019,0.807,-1.51,1.451,0.018,0.021,1998.0,1700.0,1.0
1|batter:count_type[671083:other],0.299,0.705,-0.978,1.661,0.016,0.014,2040.0,1516.0,1.0
1|batter:count_type[671083:two_strikes],-0.425,0.707,-1.729,0.918,0.017,0.015,1794.0,1623.0,1.0
1|batter:count_type[671213:batter_ahead],0.814,0.688,-0.374,2.185,0.015,0.014,2229.0,1442.0,1.0
1|batter:count_type[671213:full],-0.468,0.731,-1.758,0.974,0.016,0.014,2165.0,1534.0,1.0
1|batter:count_type[671213:other],0.044,0.636,-1.128,1.262,0.014,0.015,2095.0,1483.0,1.0
1|batter:count_type[671213:two_strikes],-0.297,0.655,-1.575,0.897,0.013,0.014,2563.0,1746.0,1.0
1|batter:count_type[671218:batter_ahead],0.516,0.54,-0.461,1.566,0.012,0.011,2010.0,1553.0,1.0
1|batter:count_type[671218:full],0.311,0.567,-0.757,1.354,0.013,0.011,2058.0,1843.0,1.0
1|batter:count_type[671218:other],-0.128,0.524,-1.108,0.873,0.011,0.012,2085.0,1191.0,1.01
1|batter:count_type[671218:two_strikes],-0.646,0.529,-1.59,0.365,0.011,0.011,2277.0,1737.0,1.0
1|batter:count_type[671221:batter_ahead],0.013,0.605,-1.108,1.176,0.013,0.013,2162.0,1587.0,1.0
1|batter:count_type[671221:full],0.029,0.699,-1.252,1.322,0.016,0.013,1998.0,1779.0,1.0
1|batter:count_type[671221:other],-0.223,0.579,-1.312,0.841,0.013,0.013,1956.0,1668.0,1.0
1|batter:count_type[671221:two_strikes],0.14,0.578,-0.941,1.198,0.013,0.012,2070.0,1802.0,1.0
1|batter:count_type[671277:batter_ahead],1.373,0.587,0.221,2.416,0.013,0.012,1894.0,1470.0,1.0
1|batter:count_type[671277:full],-0.382,0.617,-1.474,0.829,0.014,0.012,1952.0,1761.0,1.0
1|batter:count_type[671277:other],0.334,0.576,-0.747,1.41,0.013,0.013,1991.0,1386.0,1.01
1|batter:count_type[671277:two_strikes],-1.402,0.568,-2.469,-0.369,0.013,0.012,1989.0,1552.0,1.0
1|batter:count_type[671284:batter_ahead],0.917,0.677,-0.335,2.207,0.014,0.013,2184.0,1711.0,1.0
1|batter:count_type[671284:full],0.087,0.726,-1.202,1.483,0.016,0.014,2001.0,1883.0,1.0
1|batter:count_type[671284:other],-0.456,0.619,-1.563,0.783,0.014,0.012,1999.0,1563.0,1.0
1|batter:count_type[671284:two_strikes],-0.243,0.618,-1.368,0.917,0.014,0.012,1952.0,1571.0,1.0
1|batter:count_type[671286:batter_ahead],0.971,0.674,-0.294,2.218,0.015,0.015,1979.0,1467.0,1.0
1|batter:count_type[671286:full],-0.483,0.738,-1.738,0.985,0.017,0.013,1909.0,1710.0,1.0
1|batter:count_type[671286:other],0.233,0.662,-0.969,1.47,0.015,0.013,2076.0,1694.0,1.0
1|batter:count_type[671286:two_strikes],-0.387,0.672,-1.659,0.851,0.015,0.013,2040.0,1639.0,1.0
1|batter:count_type[671289:batter_ahead],0.537,0.572,-0.477,1.622,0.013,0.012,1893.0,1501.0,1.0
1|batter:count_type[671289:full],0.243,0.612,-0.841,1.42,0.014,0.011,2037.0,1712.0,1.0
1|batter:count_type[671289:other],-0.039,0.551,-1.068,1.0,0.013,0.016,1895.0,1416.0,1.01
1|batter:count_type[671289:two_strikes],-0.822,0.561,-1.884,0.252,0.012,0.013,2009.0,1446.0,1.0
1|batter:count_type[671655:batter_ahead],0.309,0.673,-0.914,1.565,0.016,0.013,1837.0,1706.0,1.0
1|batter:count_type[671655:full],0.163,0.718,-1.143,1.504,0.015,0.014,2148.0,1691.0,1.0
1|batter:count_type[671655:other],0.025,0.693,-1.32,1.27,0.016,0.013,1814.0,1593.0,1.0
1|batter:count_type[671655:two_strikes],-0.444,0.68,-1.745,0.789,0.016,0.013,1765.0,1738.0,1.0
1|batter:count_type[671732:batter_ahead],0.525,0.556,-0.534,1.527,0.012,0.012,2001.0,1309.0,1.0
1|batter:count_type[671732:full],-0.143,0.573,-1.123,1.004,0.012,0.012,2165.0,1582.0,1.0
1|batter:count_type[671732:other],0.007,0.539,-1.024,0.972,0.012,0.012,2054.0,1544.0,1.0
1|batter:count_type[671732:two_strikes],-0.244,0.528,-1.179,0.804,0.011,0.011,2223.0,1570.0,1.0
1|batter:count_type[671739:batter_ahead],0.426,0.56,-0.651,1.468,0.012,0.012,2028.0,1441.0,1.0
1|batter:count_type[671739:full],-0.228,0.594,-1.408,0.792,0.013,0.011,2178.0,1876.0,1.0
1|batter:count_type[671739:other],-0.034,0.519,-1.057,0.864,0.011,0.012,2036.0,1661.0,1.0
1|batter:count_type[671739:two_strikes],0.016,0.534,-0.919,1.077,0.011,0.01,2242.0,1801.0,1.0
1|batter:count_type[671976:batter_ahead],0.005,0.829,-1.604,1.498,0.018,0.022,2117.0,1230.0,1.01
1|batter:count_type[671976:full],0.119,0.809,-1.49,1.559,0.019,0.019,1883.0,1360.0,1.0
1|batter:count_type[671976:other],0.304,0.784,-1.141,1.767,0.017,0.014,2016.0,1752.0,1.0
1|batter:count_type[671976:two_strikes],-0.46,0.799,-2.007,0.932,0.017,0.016,2091.0,1920.0,1.0
1|batter:count_type[672012:batter_ahead],0.068,0.783,-1.338,1.591,0.018,0.015,1849.0,1700.0,1.0
1|batter:count_type[672012:full],-0.162,0.808,-1.684,1.312,0.018,0.017,2046.0,1537.0,1.0
1|batter:count_type[672012:other],0.403,0.77,-1.067,1.81,0.019,0.015,1725.0,1568.0,1.0
1|batter:count_type[672012:two_strikes],-0.415,0.794,-1.86,1.131,0.018,0.018,2004.0,1399.0,1.0
1|batter:count_type[672016:batter_ahead],1.185,0.609,0.025,2.323,0.013,0.011,2102.0,1521.0,1.0
1|batter:count_type[672016:full],-0.978,0.657,-2.145,0.304,0.014,0.012,2137.0,1795.0,1.0
1|batter:count_type[672016:other],0.39,0.605,-0.731,1.483,0.013,0.012,2028.0,1544.0,1.0
1|batter:count_type[672016:two_strikes],-0.506,0.608,-1.624,0.679,0.013,0.011,2028.0,1766.0,1.0
1|batter:count_type[672275:batter_ahead],0.742,0.56,-0.323,1.766,0.012,0.01,2107.0,1972.0,1.0
1|batter:count_type[672275:full],0.143,0.609,-1.031,1.237,0.013,0.012,2194.0,1623.0,1.0
1|batter:count_type[672275:other],0.069,0.547,-0.947,1.092,0.012,0.011,2070.0,1535.0,1.0
1|batter:count_type[672275:two_strikes],-0.855,0.542,-1.839,0.184,0.012,0.011,1972.0,1339.0,1.0
1|batter:count_type[672279:batter_ahead],0.932,0.781,-0.571,2.324,0.017,0.017,2111.0,1480.0,1.0
1|batter:count_type[672279:full],0.119,0.824,-1.394,1.673,0.017,0.019,2259.0,1381.0,1.01
1|batter:count_type[672279:other],-0.226,0.765,-1.656,1.226,0.016,0.015,2169.0,1676.0,1.0
1|batter:count_type[672279:two_strikes],-0.731,0.751,-2.052,0.712,0.017,0.016,2044.0,1566.0,1.0
1|batter:count_type[672284:batter_ahead],0.444,0.685,-0.761,1.853,0.016,0.014,1857.0,1400.0,1.0
1|batter:count_type[672284:full],-0.281,0.731,-1.682,1.047,0.016,0.015,2102.0,1544.0,1.0
1|batter:count_type[672284:other],0.074,0.675,-1.206,1.34,0.016,0.016,1909.0,1221.0,1.0
1|batter:count_type[672284:two_strikes],-0.179,0.677,-1.51,1.021,0.015,0.013,2006.0,1924.0,1.0
1|batter:count_type[672356:batter_ahead],0.699,0.581,-0.398,1.787,0.014,0.012,1717.0,1377.0,1.0
1|batter:count_type[672356:full],-0.04,0.612,-1.103,1.225,0.015,0.011,1769.0,1685.0,1.0
1|batter:count_type[672356:other],0.377,0.547,-0.673,1.367,0.013,0.012,1793.0,1471.0,1.0
1|batter:count_type[672356:two_strikes],-0.965,0.543,-2.018,0.026,0.012,0.011,2120.0,1700.0,1.0
1|batter:count_type[672359:batter_ahead],0.62,0.784,-0.788,2.118,0.018,0.015,1965.0,1499.0,1.0
1|batter:count_type[672359:full],0.014,0.856,-1.5,1.684,0.019,0.022,2010.0,1269.0,1.0
1|batter:count_type[672359:other],-0.067,0.773,-1.467,1.366,0.017,0.017,2131.0,1598.0,1.0
1|batter:count_type[672359:two_strikes],-0.44,0.775,-1.809,1.024,0.018,0.014,1949.0,1761.0,1.0
1|batter:count_type[672386:batter_ahead],0.612,0.568,-0.537,1.578,0.012,0.011,2141.0,1421.0,1.0
1|batter:count_type[672386:full],-0.275,0.589,-1.34,0.879,0.013,0.012,2048.0,1698.0,1.0
1|batter:count_type[672386:other],0.401,0.526,-0.594,1.35,0.012,0.011,2070.0,1876.0,1.0
1|batter:count_type[672386:two_strikes],-0.726,0.542,-1.754,0.231,0.012,0.01,2118.0,1965.0,1.0
1|batter:count_type[672515:batter_ahead],1.091,0.607,-0.072,2.228,0.013,0.013,2079.0,1665.0,1.0
1|batter:count_type[672515:full],-0.413,0.632,-1.605,0.752,0.014,0.013,2082.0,1634.0,1.0
1|batter:count_type[672515:other],0.522,0.571,-0.579,1.567,0.013,0.013,1995.0,1528.0,1.0
1|batter:count_type[672515:two_strikes],-1.329,0.582,-2.398,-0.253,0.013,0.013,1882.0,1472.0,1.0
1|batter:count_type[672569:batter_ahead],1.372,0.657,0.185,2.616,0.015,0.012,1865.0,2052.0,1.0
1|batter:count_type[672569:full],-0.336,0.761,-1.688,1.142,0.017,0.017,2072.0,1874.0,1.0
1|batter:count_type[672569:other],0.793,0.656,-0.459,1.986,0.015,0.012,2020.0,1633.0,1.0
1|batter:count_type[672569:two_strikes],-1.847,0.643,-3.052,-0.685,0.014,0.013,2025.0,1614.0,1.0
1|batter:count_type[672580:batter_ahead],0.357,0.562,-0.643,1.452,0.013,0.012,2004.0,1641.0,1.0
1|batter:count_type[672580:full],0.245,0.615,-0.839,1.451,0.014,0.013,1947.0,1738.0,1.0
1|batter:count_type[672580:other],-0.038,0.556,-1.056,1.063,0.013,0.012,1872.0,1462.0,1.0
1|batter:count_type[672580:two_strikes],-0.657,0.564,-1.682,0.416,0.013,0.01,1809.0,1387.0,1.0
1|batter:count_type[672640:batter_ahead],0.866,0.572,-0.128,1.967,0.013,0.011,2094.0,1692.0,1.0
1|batter:count_type[672640:full],0.186,0.615,-0.858,1.365,0.014,0.013,1965.0,1583.0,1.0
1|batter:count_type[672640:other],0.333,0.552,-0.719,1.35,0.013,0.013,1951.0,1376.0,1.0
1|batter:count_type[672640:two_strikes],-1.428,0.567,-2.569,-0.422,0.012,0.013,2202.0,1342.0,1.0
1|batter:count_type[672642:batter_ahead],0.041,0.842,-1.529,1.65,0.019,0.022,2068.0,1337.0,1.01
1|batter:count_type[672642:full],-0.013,0.844,-1.63,1.544,0.019,0.02,1931.0,1511.0,1.0
1|batter:count_type[672642:other],0.095,0.839,-1.355,1.751,0.019,0.017,1925.0,1677.0,1.0
1|batter:count_type[672642:two_strikes],-0.102,0.822,-1.584,1.506,0.019,0.02,1924.0,1462.0,1.0
1|batter:count_type[672695:batter_ahead],1.015,0.54,-0.004,2.017,0.012,0.013,2148.0,1545.0,1.0
1|batter:count_type[672695:full],-0.48,0.568,-1.502,0.595,0.012,0.014,2150.0,1195.0,1.0
1|batter:count_type[672695:other],0.369,0.525,-0.639,1.298,0.011,0.012,2124.0,1305.0,1.0
1|batter:count_type[672695:two_strikes],-0.991,0.504,-1.955,-0.087,0.011,0.01,2111.0,1634.0,1.0
1|batter:count_type[672724:batter_ahead],0.869,0.574,-0.217,1.904,0.013,0.011,1827.0,1709.0,1.0
1|batter:count_type[672724:full],-0.307,0.618,-1.391,0.933,0.015,0.012,1767.0,1644.0,1.0
1|batter:count_type[672724:other],0.406,0.559,-0.656,1.447,0.013,0.013,1888.0,1441.0,1.01
1|batter:count_type[672724:two_strikes],-0.853,0.565,-2.003,0.094,0.012,0.011,2035.0,1469.0,1.0
1|batter:count_type[672744:batter_ahead],0.597,0.579,-0.482,1.681,0.014,0.011,1705.0,1256.0,1.0
1|batter:count_type[672744:full],0.082,0.639,-1.096,1.297,0.014,0.012,2060.0,1682.0,1.0
1|batter:count_type[672744:other],0.409,0.563,-0.685,1.429,0.014,0.013,1718.0,1514.0,1.0
1|batter:count_type[672744:two_strikes],-0.849,0.578,-1.878,0.263,0.013,0.013,1900.0,1316.0,1.0
1|batter:count_type[672761:batter_ahead],0.631,0.58,-0.524,1.646,0.013,0.013,1952.0,1338.0,1.0
1|batter:count_type[672761:full],0.009,0.619,-1.06,1.282,0.014,0.012,2031.0,1433.0,1.0
1|batter:count_type[672761:other],0.176,0.557,-0.85,1.226,0.012,0.012,1986.0,1590.0,1.0
1|batter:count_type[672761:two_strikes],-0.889,0.558,-1.953,0.168,0.012,0.013,2015.0,1330.0,1.0
1|batter:count_type[672820:batter_ahead],0.71,0.576,-0.409,1.733,0.013,0.011,1875.0,1641.0,1.0
1|batter:count_type[672820:full],-0.137,0.644,-1.344,1.081,0.014,0.013,2090.0,1585.0,1.0
1|batter:count_type[672820:other],-0.07,0.572,-1.147,1.005,0.013,0.012,2076.0,1570.0,1.0
1|batter:count_type[672820:two_strikes],-0.433,0.553,-1.465,0.614,0.012,0.012,1957.0,1289.0,1.0
1|batter:count_type[673237:batter_ahead],0.185,0.568,-0.839,1.28,0.013,0.011,2043.0,1716.0,1.0
1|batter:count_type[673237:full],0.215,0.654,-0.964,1.455,0.015,0.012,1817.0,1705.0,1.0
1|batter:count_type[673237:other],0.172,0.549,-0.832,1.206,0.012,0.013,1981.0,1531.0,1.0
1|batter:count_type[673237:two_strikes],-0.505,0.568,-1.514,0.58,0.013,0.011,1973.0,1739.0,1.0
1|batter:count_type[673357:batter_ahead],0.681,0.558,-0.408,1.671,0.013,0.011,1964.0,1723.0,1.0
1|batter:count_type[673357:full],0.72,0.615,-0.419,1.856,0.015,0.012,1746.0,1865.0,1.0
1|batter:count_type[673357:other],-0.355,0.526,-1.303,0.627,0.011,0.01,2142.0,1552.0,1.0
1|batter:count_type[673357:two_strikes],-0.88,0.554,-1.939,0.074,0.012,0.01,2043.0,1579.0,1.0
1|batter:count_type[673490:batter_ahead],0.554,0.651,-0.659,1.857,0.014,0.014,2134.0,1685.0,1.0
1|batter:count_type[673490:full],-0.363,0.667,-1.693,0.81,0.015,0.014,1897.0,1584.0,1.0
1|batter:count_type[673490:other],0.159,0.607,-0.954,1.245,0.013,0.018,2151.0,1473.0,1.0
1|batter:count_type[673490:two_strikes],-0.638,0.618,-1.752,0.532,0.013,0.015,2174.0,1389.0,1.0
1|batter:count_type[673548:batter_ahead],0.584,0.576,-0.503,1.669,0.013,0.011,1943.0,1542.0,1.0
1|batter:count_type[673548:full],0.498,0.599,-0.564,1.708,0.014,0.011,1914.0,1616.0,1.0
1|batter:count_type[673548:other],-0.28,0.56,-1.288,0.784,0.012,0.013,2043.0,1606.0,1.0
